SDB Feature,,apunim,pvalue,support
Age,1) Gen. X+,0.12193247965503066,4.145469320684185e-80,14384
Age,2) Millennial,0.14784411542203982,1.1766662585221427e-90,38436
Age,3) Gen. Z,0.21636360504910554,2.371470535434393e-183,13741
Education,College +,0.15792164959303118,9.321008162661781e-97,59142
Education,High school -,0.11513134530882685,3.881241240142417e-86,7419
Gender,Man,0.17592852263272582,8.140924802701925e-122,32494
Gender,Woman,0.13396333804884183,8.716407059610085e-79,33471
Race,African Am.,0.25329762492417485,2.1402310781424917e-270,5810
Race,Asian,0.1682362410571359,1.841283499615309e-122,18428
Race,Latino,0.07426979635397549,2.8977917920390173e-43,6610
Race,Other,0.22040183987279427,1.3928767464230293e-171,24321
Race,White,0.0663466852764445,9.264107134785807e-30,11392
