SDB Feature,,apunim,pvalue,support
Age,1) Gen. X+,-0.13722492218642504,0.10552681518965398,122
Age,2) Millennial,0.11880482700271627,0.10552681518965398,123
Ethnicity,black,0.13636363636363652,,4
Ethnicity,white,-0.19038745743108668,,8
Gender,man,-0.26627330436113966,2.95681875976097e-13,395
Gender,woman,0.4636954197845574,1.2638254358415936e-28,390
