SDB Feature,,apunim,pvalue,support
Age,1) 18 - 24,0.0,0.9500858187299406,30
Age,2) 25 - 34,0.0009061010806094968,0.9500858187299406,884
Age,3) 35 - 44,0.00045787545787545625,0.9500858187299406,286
Age,4) 45 - 54,0.06635071090047426,0.9500858187299406,28
Age,5) 55 - 64,0.0,0.9500858187299406,18
Education,2) High School graduate,0.0,0.9925813450656591,18
Education,"3) College, no degree",-0.009200283085633547,0.9925813450656591,153
Education,4) Associate degree,0.19284294234592442,0.9925813450656591,21
Education,5) Bachelor's degree,-0.006195147134744182,0.9925813450656591,908
Education,6) Master's degree,0.04493207941483775,0.9925813450656591,100
Ethnicity,Asian,0.0,,3
Ethnicity,Black,0.0,0.6931870141746703,28
Ethnicity,White,0.0,0.9825945675358175,2683
Gender,Female,0.0046078544602996775,0.9220518151057611,1479
Gender,Male,-0.004836545035577579,0.9220518151057611,1192
Has Been Targeted,False,-0.0012237969286645666,0.9804450544679177,2651
Has Been Targeted,True,-0.008140731730139199,0.9804450544679177,371
Is Parent,No,-0.002135442969829502,0.9887072405234433,1168
Is Parent,Yes,-0.0005458786164455398,0.9887072405234433,1544
Is Transgender,No,1.0869075889972018e-16,0.9868124162003968,4104
Political Affiliation,Conservative,-0.020149741219034317,0.9315874684702101,305
Political Affiliation,Independent,0.01967115605217342,0.9315874684702101,338
Political Affiliation,Liberal,0.0018251229367743768,0.9315874684702101,900
Religion Important,1) No,0.012501464361621847,0.930127659096425,428
Religion Important,2) Not very,0.0,0.930127659096425,15
Religion Important,3) Somewhat,0.0,0.930127659096425,209
Religion Important,4) Very,-0.017978797647137123,0.930127659096425,479
Seen Toxicity,False,-0.002613839592790643,0.9499200074610168,241
Seen Toxicity,True,0.0017936884657869365,0.9499200074610168,2909
Sexual Orientation,Bisexual,-0.08536585365853676,0.967768473905009,33
Sexual Orientation,Heterosexual,-0.0012005867458959965,0.967768473905009,3303
Sexual Orientation,Homosexual,0.0,,3
Technology Impact,2) Somewhat negative,0.0,0.9583176603259209,24
Technology Impact,3) Neutral,0.0,0.9583176603259209,34
Technology Impact,4) Somewhat positive,0.003051568197591916,0.9583176603259209,1349
Technology Impact,5) Very positive,-0.007976071784645706,0.9583176603259209,296
Toxicity Problem,1) Never,1.0,,3
Toxicity Problem,2) Rarely,3.3306690738754706e-16,0.9738032677468007,90
Toxicity Problem,3) Occasionally,-0.0007956194131131934,0.9738032677468007,644
Toxicity Problem,4) Frequently,0.008976410827360446,0.9738032677468007,430
Toxicity Problem,5) Very Frequently,0.0,0.9738032677468007,44
