SDB Feature,,apunim,pvalue,support
Age,1) 18 - 24,0.0,0.9622123383852174,46
Age,2) 25 - 34,0.0,0.9622123383852174,830
Age,3) 35 - 44,0.0,0.9622123383852174,198
Age,4) 45 - 54,4.123685520036295e-16,0.9622123383852174,41
Age,5) 55 - 64,0.0,,9
Education,2) High School graduate,0.0,0.9259941388532956,18
Education,"3) College, no degree",0.0,0.9652022756315666,181
Education,4) Associate degree,0.0,0.9652022756315666,31
Education,5) Bachelor's degree,0.0,0.9652022756315666,924
Education,6) Master's degree,0.0,0.9652022756315666,59
Ethnicity,Black,0.0,0.9819285636813613,36
Ethnicity,White,2.595174733198085e-16,0.9819285636813613,2569
Gender,Female,0.0008364506610282279,0.9814755989280303,1368
Gender,Male,-0.000576205897573883,0.9814755989280303,1161
Has Been Targeted,False,0.00041489168989465754,0.9672841773296534,2565
Has Been Targeted,True,-0.008448022845358089,0.9672841773296534,381
Is Parent,No,0.0008406199032927951,0.9892763659309582,1014
Is Parent,Prefer not to say,0.0,0.9892763659309582,6
Is Parent,Yes,-0.0005829102666936271,0.9892763659309582,1548
Is Transgender,No,0.0,0.9857724027203295,3924
Political Affiliation,Conservative,0.0,0.9906462798992508,312
Political Affiliation,Independent,0.005472826778668904,0.9906462798992508,310
Political Affiliation,Liberal,-0.0017239305616804325,0.9906462798992508,798
Political Affiliation,Prefer not to say,0.0,,3
Religion Important,1) No,0.0036077402427025125,0.9989438273918344,424
Religion Important,2) Not very,0.0,0.9989438273918344,12
Religion Important,3) Somewhat,0.0,0.9989438273918344,279
Religion Important,4) Very,-0.00372124492557471,0.9989438273918344,453
Seen Toxicity,False,0.005577150583065587,0.9890784880991386,291
Seen Toxicity,True,-0.0001775787938632104,0.9890784880991386,2807
Sexual Orientation,Bisexual,0.0,0.9832582657209213,28
Sexual Orientation,Heterosexual,4.943344811226242e-16,0.9832582657209213,3140
Technology Impact,2) Somewhat negative,0.0,0.976414009632535,13
Technology Impact,3) Neutral,0.0,0.976414009632535,18
Technology Impact,4) Somewhat positive,2.6774908600360337e-16,0.976414009632535,1303
Technology Impact,5) Very positive,0.0,0.976414009632535,262
Toxicity Problem,1) Never,0.0,,3
Toxicity Problem,2) Rarely,0.0,0.9779917015221748,54
Toxicity Problem,3) Occasionally,-0.00425062972292161,0.9779917015221748,576
Toxicity Problem,4) Frequently,0.006294195353174087,0.9779917015221748,363
Toxicity Problem,5) Very Frequently,0.0,0.9779917015221748,28
