SDB Feature,,apunim,pvalue,support
Age,1) 18 - 24,0.013941698352344609,0.9802577519657675,31
Age,2) 25 - 34,-0.002815681178254259,0.9802577519657675,867
Age,3) 35 - 44,0.0,0.9802577519657675,279
Age,4) 45 - 54,0.022304832713754514,0.9802577519657675,58
Age,5) 55 - 64,0.0,,3
Education,2) High School graduate,0.0,0.9427416029889019,18
Education,"3) College, no degree",0.009985079765867069,0.9427416029889019,128
Education,4) Associate degree,0.0,0.9427416029889019,31
Education,5) Bachelor's degree,0.0012750931798861766,0.9427416029889019,947
Education,6) Master's degree,4.114355914787346e-16,0.9427416029889019,68
Ethnicity,Asian,-2.2204460492503136e-16,,4
Ethnicity,Black,0.0,0.9818585250661402,46
Ethnicity,Multiracial,0.0,,3
Ethnicity,White,0.0,0.9818585250661402,2622
Gender,Female,0.0009519672449324607,0.9572174064750798,1587
Gender,Male,0.0005594205831067144,0.9572174064750798,1033
Has Been Targeted,False,0.0010780840905590787,0.945388245582892,2540
Has Been Targeted,True,-0.00949081048508564,0.945388245582892,409
Is Parent,No,-0.002055429284431048,0.9783365472227004,1089
Is Parent,Yes,-0.00014747087450222242,0.9783365472227004,1603
Is Transgender,No,2.2632445846654614e-16,0.9853756910299978,4045
Political Affiliation,Conservative,-0.01338564504961941,0.9883159893360952,260
Political Affiliation,Independent,0.0,0.9883159893360952,349
Political Affiliation,Liberal,-0.0009678912595208274,0.9883159893360952,850
Religion Important,1) No,0.0021707670043418013,0.9652200833739121,401
Religion Important,2) Not very,0.0,0.9652200833739121,22
Religion Important,3) Somewhat,0.0,0.9652200833739121,289
Religion Important,4) Very,0.00020138282875734514,0.9652200833739121,463
Seen Toxicity,False,-0.0069998372130883795,0.9807576185337157,286
Seen Toxicity,True,-0.0008463587640088366,0.9807576185337157,2861
Sexual Orientation,Bisexual,-0.06779661016949158,0.977105432817309,50
Sexual Orientation,Heterosexual,-0.0010114692615020254,0.977105432817309,3199
Technology Impact,2) Somewhat negative,0.0,0.8843952964326294,15
Technology Impact,3) Neutral,0.12426035502958568,0.8843952964326294,27
Technology Impact,4) Somewhat positive,0.003771816274606181,0.8843952964326294,1343
Technology Impact,5) Very positive,-0.014778325123152367,0.8843952964326294,269
Toxicity Problem,1) Never,0.0,1.0,7
Toxicity Problem,2) Rarely,0.0,1.0,84
Toxicity Problem,3) Occasionally,0.0,1.0,521
Toxicity Problem,4) Frequently,0.0,1.0,422
Toxicity Problem,5) Very Frequently,0.0,1.0,22
