SDB Feature,,apunim,pvalue,support
Age,1) 18 - 24,0.0,0.9986439166789273,40
Age,2) 25 - 34,-0.0015282730514516328,0.9986439166789273,882
Age,3) 35 - 44,-0.014037433155080301,0.9986439166789273,214
Age,4) 45 - 54,0.026260187141563498,0.9986439166789273,43
Age,5) 55 - 64,0.0,,3
Education,2) High School graduate,0.0,0.9684046458085147,24
Education,"3) College, no degree",0.0019335559852346846,0.9684046458085147,86
Education,4) Associate degree,0.0,0.9684046458085147,27
Education,5) Bachelor's degree,-0.003665320855117414,0.9684046458085147,821
Education,6) Master's degree,0.01127965772073126,0.9684046458085147,123
Ethnicity,Black,0.0,0.9830105118546636,18
Ethnicity,White,2.5379369904026443e-16,0.9830105118546636,2667
Gender,Female,0.0022639373643997132,0.9458134126954927,1329
Gender,Male,-0.003585090828977086,0.9458134126954927,1218
Has Been Targeted,False,0.0013256610095416744,0.9340239310879639,2531
Has Been Targeted,True,0.0032102728731944336,0.9340239310879639,394
Is Parent,No,0.003891645617680255,0.9054557585809764,1062
Is Parent,Yes,-0.004988744264207797,0.9054557585809764,1508
Is Transgender,No,0.0,0.9858582895551241,4093
Political Affiliation,Conservative,-0.010579937304075323,0.9419159334219234,298
Political Affiliation,Independent,0.0,0.9419159334219234,324
Political Affiliation,Liberal,0.0025610594040849912,0.9419159334219234,750
Religion Important,1) No,-0.0038905285752614,0.9846466619144629,408
Religion Important,2) Not very,0.0,0.9846466619144629,36
Religion Important,3) Somewhat,0.0016474464579901097,0.9846466619144629,224
Religion Important,4) Very,-0.013030803273505698,0.9846466619144629,489
Seen Toxicity,False,0.002717039720532908,0.9323117416012463,240
Seen Toxicity,True,0.0013120388058093851,0.9323117416012463,2879
Sexual Orientation,Bisexual,-0.2957746478873237,0.9652477099233684,28
Sexual Orientation,Heterosexual,0.000469195174497442,0.9652477099233684,3299
Technology Impact,2) Somewhat negative,0.19453924914675794,0.9399408614253795,21
Technology Impact,3) Neutral,2.70616862252382e-16,0.9399408614253795,42
Technology Impact,4) Somewhat positive,-0.003303280430067699,0.9399408614253795,1468
Technology Impact,5) Very positive,3.1414265128598185e-16,0.9399408614253795,267
Toxicity Problem,2) Rarely,0.0,0.9595919590025681,90
Toxicity Problem,3) Occasionally,3.075770930466633e-16,0.9595919590025681,614
Toxicity Problem,4) Frequently,0.0,0.9595919590025681,415
Toxicity Problem,5) Very Frequently,0.0,0.9595919590025681,30
