SDB Feature,,apunim,pvalue,support
Age,1) 18 - 24,0.0,0.9791779899036728,57
Age,2) 25 - 34,-0.002932000150358959,0.9791779899036728,810
Age,3) 35 - 44,0.008158121642236948,0.9791779899036728,241
Age,4) 45 - 54,0.0,0.9791779899036728,43
Age,5) 55 - 64,0.0,,6
Education,2) High School graduate,0.0,0.9661833873610952,18
Education,"3) College, no degree",0.0,0.9661833873610952,121
Education,4) Associate degree,0.0,0.9661833873610952,31
Education,5) Bachelor's degree,0.0,0.9661833873610952,906
Education,6) Master's degree,0.0,0.9661833873610952,90
Ethnicity,Asian,-2.2204460492503136e-16,,4
Ethnicity,Black,2.0724163126336265e-15,0.9064732912305713,44
Ethnicity,Hispanic,0.0,0.9064732912305713,6
Ethnicity,White,0.0,0.9811133805153114,2512
Gender,Female,0.006009970351926263,0.9478659306172097,1423
Gender,Male,0.0010661221433438937,0.9478659306172097,1111
Has Been Targeted,False,0.0014412102233515459,0.9345149668344959,2401
Has Been Targeted,True,-0.011750948528430696,0.9345149668344959,472
Is Parent,No,-0.001402023312074114,0.9917669300234702,995
Is Parent,Yes,-0.00020995590925928015,0.9917669300234702,1592
Is Transgender,No,2.268111309818705e-16,0.985270697305404,3887
Political Affiliation,Conservative,0.015228426395939104,0.9309996069931092,265
Political Affiliation,Independent,0.0016465422612512912,0.9309996069931092,292
Political Affiliation,Liberal,0.004732185721144167,0.9309996069931092,853
Religion Important,1) No,0.0008816902328316176,0.9981456391510071,442
Religion Important,2) Not very,0.0,0.9981456391510071,33
Religion Important,3) Somewhat,-0.004943592343769628,0.9981456391510071,240
Religion Important,4) Very,-0.0037400578157409303,0.9981456391510071,487
Seen Toxicity,False,0.0,0.9814151586529658,198
Seen Toxicity,True,0.0,0.9814151586529658,2824
Sexual Orientation,Bisexual,0.013513513513513122,0.947199030322058,52
Sexual Orientation,Heterosexual,0.0009395945751486834,0.947199030322058,3094
Technology Impact,2) Somewhat negative,0.0,0.9264798825504117,21
Technology Impact,3) Neutral,0.003245795219829051,0.9264798825504117,53
Technology Impact,4) Somewhat positive,0.0019664230423862314,0.9264798825504117,1315
Technology Impact,5) Very positive,0.0016117890858852624,0.9264798825504117,271
Toxicity Problem,2) Rarely,0.0011123470522800653,0.8738969480593609,98
Toxicity Problem,3) Occasionally,0.012492156750898315,0.8738969480593609,526
Toxicity Problem,4) Frequently,0.007609921082299978,0.8738969480593609,405
Toxicity Problem,5) Very Frequently,-0.012693935119887331,0.8738969480593609,31
