SDB Feature,,apunim,pvalue,support
Age,1) 18 - 24,2.804773956947764e-16,0.9414705959360512,25
Age,2) 25 - 34,-0.005178522758244981,0.9414705959360512,850
Age,3) 35 - 44,0.003202997522209578,0.9414705959360512,235
Age,4) 45 - 54,0.0,0.9414705959360512,42
Age,5) 55 - 64,0.0,0.9414705959360512,9
Education,2) High School graduate,2.2204460492503136e-16,0.9554691758852699,9
Education,"3) College, no degree",0.0033160445540344214,0.9554691758852699,159
Education,4) Associate degree,0.0,0.9554691758852699,27
Education,5) Bachelor's degree,0.0007343405777852063,0.9554691758852699,885
Education,6) Master's degree,0.0,0.9554691758852699,67
Ethnicity,Asian,3.330669073875468e-16,0.9730639339000493,8
Ethnicity,Black,-0.03846153846153857,0.9730639339000493,51
Ethnicity,White,-0.001322209611176681,0.9730639339000493,2639
Gender,Female,-0.0008518314375905464,0.99598835964568,1493
Gender,Male,-0.0036292923361282777,0.99598835964568,1075
Has Been Targeted,False,-0.0001106846216619919,0.9856796715050227,2608
Has Been Targeted,True,0.0029419630917357597,0.9856796715050227,353
Is Parent,No,0.002903140670361504,0.948891358226315,1117
Is Parent,Yes,0.0010256616523207113,0.948891358226315,1518
Is Transgender,No,2.2042655201612832e-16,0.9861453975483726,4033
Political Affiliation,Conservative,0.011400175387313572,0.8631763847244647,260
Political Affiliation,Independent,0.017038700303790823,0.8631763847244647,336
Political Affiliation,Liberal,0.005539321310153107,0.8631763847244647,760
Religion Important,1) No,-0.0063680281071583685,0.9341842871417394,344
Religion Important,2) Not very,-0.13793103448275862,0.9341842871417394,27
Religion Important,3) Somewhat,0.0,0.9341842871417394,207
Religion Important,4) Very,0.003464012756364791,0.9341842871417394,565
Seen Toxicity,False,-0.016372636121335354,0.9969442220601994,222
Seen Toxicity,True,-0.0003979820995520961,0.9969442220601994,2775
Sexual Orientation,Bisexual,3.4892723631076353e-16,0.9832414005590543,34
Sexual Orientation,Heterosexual,2.4259413468491003e-16,0.9832414005590543,3265
Technology Impact,2) Somewhat negative,0.0,0.9274114775321218,18
Technology Impact,3) Neutral,0.7441860465116281,0.9274114775321218,12
Technology Impact,4) Somewhat positive,-0.0035520560840009677,0.9274114775321218,1366
Technology Impact,5) Very positive,0.0022725948371306007,0.9274114775321218,269
Toxicity Problem,1) Never,4.440892098500624e-16,0.9286694318632748,6
Toxicity Problem,2) Rarely,0.0,0.9286694318632748,123
Toxicity Problem,3) Occasionally,0.004626269956458516,0.9286694318632748,645
Toxicity Problem,4) Frequently,0.002087682672233684,0.9286694318632748,395
Toxicity Problem,5) Very Frequently,0.00814269096549069,0.9286694318632748,45
