SDB Feature,,apunim,pvalue,support
Age,1) 18 - 24,1.9032394707859828e-16,0.9435276693230448,7
Age,2) 25 - 34,0.0,0.9435276693230448,21
Age,3) 35 - 44,1.0248212535001446e-16,0.9435276693230448,13
Age,4) 45 - 54,0.0,,3
Age,5) 55 - 64,0.0,,6
Age,6) 65 or older,0.16618075801749263,0.9435276693230448,9
Age,Prefer not to say,-0.22178988326848248,0.9435276693230448,6
Age,Under 18,1.6653345369377353e-16,,4
Education,1) No high school,0.0,,3
Education,5) Bachelor's degree,0.0,,9
Education,7) Professional degree,0.0,,3
Education,8) Doctoral degree,0.0,,6
Education,Prefer not to say,0.0,,3
Ethnicity,Asian,0.0,,6
Ethnicity,Black,0.0,,6
Ethnicity,Hispanic,0.0,,15
Ethnicity,Multiracial,1.0408340855860843e-16,0.9531631078979915,16
Ethnicity,Other,0.0,,3
Ethnicity,Unknown,1.6653345369377353e-16,,4
Ethnicity,White,0.0,0.9531631078979915,13
Gender,Female,-0.10873440285204983,0.9804658890994251,38
Gender,Male,0.016875811337083615,0.9804658890994251,52
Gender,Nonbinary,1.0824674490095277e-16,0.9804658890994251,40
Gender,Unknown,0.05977108944467997,0.9804658890994251,22
Has Been Targeted,False,0.013547415955845453,0.8003785971758561,199
Has Been Targeted,True,-0.04089178301418225,0.8003785971758561,207
Is Parent,No,0.045194441200513726,0.8519455088313368,103
Is Parent,Prefer not to say,-0.017137096774193582,0.8519455088313368,63
Is Parent,Yes,0.01404056162246501,0.8519455088313368,49
Is Transgender,No,0.028806584362139984,0.6108643016582972,97
Is Transgender,Prefer not to say,0.030759162303664933,0.6108643016582972,93
Is Transgender,Yes,-0.10333048676345004,0.6108643016582972,79
Political Affiliation,Conservative,-0.08414424728105303,0.9955571515255855,24
Political Affiliation,Independent,-0.054170249355116065,0.9955571515255855,26
Political Affiliation,Liberal,0.03718694662281827,0.9955571515255855,45
Political Affiliation,Other,1.013681892049056e-16,0.9955571515255855,23
Political Affiliation,Prefer not to say,0.06075216972034732,0.9955571515255855,19
Religion Important,1) No,-0.013563501849568217,0.9652200833739106,24
Religion Important,2) Not very,0.0,0.9652200833739106,19
Religion Important,3) Somewhat,0.0,0.9652200833739106,22
Religion Important,4) Very,0.0,0.9652200833739106,16
Religion Important,Prefer not to say,0.0924697619976591,0.5105548111280512,25
Seen Toxicity,False,0.01263745281470531,0.9954604521954937,211
Seen Toxicity,True,-0.0036805062310324484,0.9954604521954937,164
Sexual Orientation,Bisexual,0.0,0.9652200833739106,22
Sexual Orientation,Heterosexual,-0.03314917127071826,0.9652200833739106,25
Sexual Orientation,Homosexual,0.0,,12
Sexual Orientation,Other,-0.06103286384976521,0.9652200833739106,12
Sexual Orientation,Prefer not to say,2.1035804677108233e-16,0.9652200833739106,19
Technology Impact,1) Very negative,1.0408340855860843e-16,0.9531631078979916,16
Technology Impact,2) Somewhat negative,0.0,0.9531631078979916,16
Technology Impact,3) Neutral,-0.3464052287581701,,11
Technology Impact,4) Somewhat positive,0.13935144609991257,0.9531631078979916,14
Technology Impact,5) Very positive,0.0,,3
Toxicity Problem,1) Never,0.0,0.9600635240913502,16
Toxicity Problem,2) Rarely,0.0,0.9600635240913502,21
Toxicity Problem,3) Occasionally,1.0248212535001446e-16,0.9600635240913502,13
Toxicity Problem,4) Frequently,9.992007221626408e-17,0.9600635240913502,10
Toxicity Problem,5) Very Frequently,2.1035804677108233e-16,0.9600635240913502,19
