SDB Feature,,apunim,pvalue,support
Age,1) 18 - 24,0.002776920703486674,0.9810547442762663,92
Age,2) 25 - 34,-0.0010827424819250676,0.9810547442762663,2557
Age,3) 35 - 44,-0.0051075984604589415,0.9810547442762663,673
Age,4) 45 - 54,0.01072353013681719,0.9810547442762663,117
Age,5) 55 - 64,0.0,0.9810547442762663,18
Age,6) 65 or older,1.1126760563380285,,4
Education,2) High School graduate,0.0,0.9968183635612455,61
Education,"3) College, no degree",0.004790774579217301,0.9968183635612455,352
Education,4) Associate degree,0.031894934333958964,0.9968183635612455,84
Education,5) Bachelor's degree,-0.0005743825387705554,0.9968183635612455,2464
Education,6) Master's degree,0.005300676293182002,0.9968183635612455,269
Ethnicity,Asian,0.0,,6
Ethnicity,Black,-0.017013232514177704,0.9609705046599688,96
Ethnicity,Hispanic,0.0,,6
Ethnicity,White,-0.0011298067995917887,0.9609705046599688,7765
Gender,Female,0.0014722528375342707,0.9966063833087341,4191
Gender,Male,-0.0002824814235123785,0.9966063833087341,3622
Has Been Targeted,False,0.0011392767618105648,0.9561111833168718,7516
Has Been Targeted,True,0.0006839650253563441,0.9561111833168718,1259
Is Parent,No,0.0014376828830525853,0.9524279373225717,3102
Is Parent,Prefer not to say,0.0,,3
Is Parent,Yes,-0.0015019410199708788,0.9524279373225717,4654
Is Transgender,No,1.101750209297408e-16,0.991993337756527,12130
Political Affiliation,Conservative,-0.009157784116498837,0.9759339965892617,911
Political Affiliation,Independent,0.015870086731869435,0.9759339965892617,865
Political Affiliation,Liberal,-0.0014799076644516143,0.9759339965892617,2304
Political Affiliation,Prefer not to say,0.0,,3
Religion Important,1) No,-0.0007355783016866045,0.9891868272476825,1157
Religion Important,2) Not very,0.0,0.9891868272476825,91
Religion Important,3) Somewhat,0.004787993186317584,0.9891868272476825,650
Religion Important,4) Very,-0.005411972608791445,0.9891868272476825,1504
Seen Toxicity,False,-0.0008847456895621819,0.9755170631341228,727
Seen Toxicity,True,0.00043745463546554535,0.9755170631341228,8631
Sexual Orientation,Bisexual,-0.03677758318739086,0.9796622609977961,141
Sexual Orientation,Heterosexual,0.00016019473946619496,0.9796622609977961,9603
Technology Impact,2) Somewhat negative,0.09514031485284064,0.9887304106197544,55
Technology Impact,3) Neutral,-0.005550416281221096,0.9887304106197544,127
Technology Impact,4) Somewhat positive,-4.025790344148167e-05,0.9887304106197544,4254
Technology Impact,5) Very positive,0.001084866647332953,0.9887304106197544,788
Toxicity Problem,1) Never,-0.0909090909090911,0.9664565359635573,12
Toxicity Problem,2) Rarely,0.0,0.9664565359635573,287
Toxicity Problem,3) Occasionally,0.0004020908725371813,0.9664565359635573,1829
Toxicity Problem,4) Frequently,0.00553957467120567,0.9664565359635573,1135
Toxicity Problem,5) Very Frequently,0.03313145707160645,0.9664565359635573,89
