SDB Feature,,apunim,pvalue,support
Age,1) 18 - 24,0.005025125628140741,0.9973043370476322,88
Age,2) 25 - 34,-0.0006726789725112911,0.9973043370476322,2691
Age,3) 35 - 44,-0.0011055724731851343,0.9973043370476322,761
Age,4) 45 - 54,-0.05080213903743297,0.9973043370476322,123
Age,5) 55 - 64,0.0,0.9973043370476322,33
Age,6) 65 or older,1.307692307692307,,4
Education,2) High School graduate,0.0,0.9984275064819438,63
Education,"3) College, no degree",-0.002485501242750273,0.9984275064819438,408
Education,4) Associate degree,0.011176157530601215,0.9984275064819438,91
Education,5) Bachelor's degree,-0.0011423324351360362,0.9984275064819438,2801
Education,6) Master's degree,-0.006962675493664941,0.9984275064819438,272
Ethnicity,Asian,0.0,0.9672917563037202,22
Ethnicity,Black,0.009863785814936599,0.9672917563037202,130
Ethnicity,White,-0.000674760648714069,0.9672917563037202,7959
Gender,Female,-0.00033573348260824927,0.9991809666534717,4409
Gender,Male,0.00016409104804185633,0.9991809666534717,3641
Has Been Targeted,False,0.001229363279201184,0.9638673968352482,7786
Has Been Targeted,True,-0.0030034988697784717,0.9638673968352482,1272
Is Parent,No,0.00012448381755162353,0.9974408717566039,3247
Is Parent,Prefer not to say,,,3
Is Parent,Yes,-0.0002633468605292992,0.9974408717566039,4780
Is Transgender,No,0.0,0.9918722340942319,12380
Political Affiliation,Conservative,-0.003164018643894668,0.9742439659830726,910
Political Affiliation,Independent,-0.004880972094086804,0.9742439659830726,919
Political Affiliation,Liberal,0.002155484643904293,0.9742439659830726,2394
Political Affiliation,Other,0.0,,3
Religion Important,1) No,0.006248569083263977,0.9847289917332214,1205
Religion Important,2) Not very,0.02171136653895291,0.9847289917332214,61
Religion Important,3) Somewhat,-0.004057543341940365,0.9847289917332214,612
Religion Important,4) Very,-0.0003268973226051174,0.9847289917332214,1594
Seen Toxicity,False,0.001604301261761106,0.9344173025223905,776
Seen Toxicity,True,0.0009569317877240322,0.9344173025223905,8751
Sexual Orientation,Bisexual,-0.037433155080214144,0.9709401941808106,90
Sexual Orientation,Heterosexual,0.00029058168282881903,0.9709401941808106,9738
Technology Impact,2) Somewhat negative,0.06776180698151926,0.961898106151806,56
Technology Impact,3) Neutral,-0.018316772417095454,0.961898106151806,129
Technology Impact,4) Somewhat positive,0.0007031675075150924,0.961898106151806,4038
Technology Impact,5) Very positive,0.001823205458338349,0.961898106151806,829
Toxicity Problem,1) Never,-0.19137466307277637,0.9442881892226161,18
Toxicity Problem,2) Rarely,-0.01337792642140464,0.9442881892226161,272
Toxicity Problem,3) Occasionally,0.0011991464898515763,0.9442881892226161,1759
Toxicity Problem,4) Frequently,0.011932416966015824,0.9442881892226161,1237
Toxicity Problem,5) Very Frequently,0.0647123893805305,0.9442881892226161,112
