SDB Feature,,apunim,pvalue,support
Age,1) 18 - 24,0.0,0.9751359562991366,49
Age,2) 25 - 34,0.0001921364764336046,0.9751359562991366,2732
Age,3) 35 - 44,0.01698362656361242,0.9751359562991366,736
Age,4) 45 - 54,0.030809758332378704,0.9751359562991366,132
Age,5) 55 - 64,0.0,0.9751359562991366,15
Education,2) High School graduate,-0.03846153846153836,0.9903211812317781,57
Education,"3) College, no degree",-0.014152827712149678,0.9903211812317781,461
Education,4) Associate degree,-0.013657056145675348,0.9903211812317781,82
Education,5) Bachelor's degree,0.0021463080018970402,0.9903211812317781,2764
Education,6) Master's degree,-0.02273210112598244,0.9903211812317781,267
Ethnicity,Asian,0.012145748987854333,0.9924479835967559,10
Ethnicity,Black,-0.06234578055601245,0.9924479835967559,121
Ethnicity,Hispanic,0.0,,3
Ethnicity,Multiracial,0.0,,3
Ethnicity,White,-5.051750728760735e-05,0.9924479835967559,7687
Gender,Female,0.0009370681134854608,0.9630417833996249,4267
Gender,Male,0.0005286443999296194,0.9630417833996249,3552
Has Been Targeted,False,0.0007193058340243451,0.9458445974402993,7697
Has Been Targeted,True,-0.009804800765252778,0.9458445974402993,1149
Is Parent,No,-0.0007544292023313912,0.9882725067898581,3088
Is Parent,Prefer not to say,,,3
Is Parent,Yes,0.001521980709112126,0.9882725067898581,4892
Is Transgender,No,0.0,0.9917938286837771,12104
Political Affiliation,Conservative,-0.014110542855381885,0.9669718704481796,909
Political Affiliation,Independent,0.000193922759073195,0.9669718704481796,940
Political Affiliation,Liberal,0.0015237177461495295,0.9669718704481796,2396
Political Affiliation,Other,0.0,,3
Political Affiliation,Prefer not to say,0.0,,3
Religion Important,1) No,0.0014693838223250938,0.9374543604583966,1148
Religion Important,2) Not very,0.04651162790697657,0.9374543604583966,79
Religion Important,3) Somewhat,0.007145940242674157,0.9374543604583966,660
Religion Important,4) Very,-0.006078081873886232,0.9374543604583966,1642
Seen Toxicity,False,0.000671376962179501,0.9842781761741746,749
Seen Toxicity,True,-0.00038017409593103693,0.9842781761741746,8563
Sexual Orientation,Bisexual,0.015022330491270885,0.9687298458313338,112
Sexual Orientation,Heterosexual,0.0003235964607242877,0.9687298458313338,9637
Sexual Orientation,Homosexual,1.0,0.0,6
Technology Impact,2) Somewhat negative,0.006820396232542952,0.8645837898320817,40
Technology Impact,3) Neutral,-0.039977074079381114,0.8645837898320817,117
Technology Impact,4) Somewhat positive,0.0026850215269135437,0.8645837898320817,4179
Technology Impact,5) Very positive,0.008056995784997306,0.8645837898320817,884
Toxicity Problem,1) Never,5.551115123125784e-16,0.9980267451058478,15
Toxicity Problem,2) Rarely,-0.011485057996686235,0.9980267451058478,248
Toxicity Problem,3) Occasionally,-0.0008007975289676563,0.9980267451058478,1777
Toxicity Problem,4) Frequently,0.009305269394955563,0.9980267451058478,1055
Toxicity Problem,5) Very Frequently,0.013024602026049104,0.9980267451058478,122
