SDB Feature,,apunim,pvalue,support
Age,1) 18 - 24,0.0,0.9719610939372405,100
Age,2) 25 - 34,-0.001582543133950115,0.9719610939372405,2406
Age,3) 35 - 44,0.005645730416372673,0.9719610939372405,664
Age,4) 45 - 54,0.0,0.9719610939372405,99
Age,5) 55 - 64,0.0,0.9719610939372405,27
Education,2) High School graduate,0.0,0.9350227538977361,54
Education,"3) College, no degree",0.004980434009249386,0.9350227538977361,464
Education,4) Associate degree,0.0,0.9350227538977361,80
Education,5) Bachelor's degree,0.0014075892765699545,0.9350227538977361,2676
Education,6) Master's degree,0.009311714527576643,0.9350227538977361,230
Ethnicity,Asian,0.0,,4
Ethnicity,Black,0.006486244687989384,0.9662488369328249,112
Ethnicity,Hispanic,1.0,,3
Ethnicity,White,0.0003769411512587467,0.9662488369328249,7770
Gender,Female,0.0006249892981283657,0.9628648978345954,4250
Gender,Male,-0.001354569703522603,0.9628648978345954,3452
Has Been Targeted,False,0.0008598230812898907,0.9378447141855563,7453
Has Been Targeted,True,-0.0049257416529149955,0.9378447141855563,1259
Is Parent,No,-0.00037265217033578807,0.9973230885753035,2961
Is Parent,Prefer not to say,0.0,0.9973230885753035,6
Is Parent,Yes,-0.000541842070670216,0.9973230885753035,4748
Is Transgender,No,0.0,0.99186533661819,11871
Political Affiliation,Conservative,0.0046453911992111515,0.9489582970357202,960
Political Affiliation,Independent,0.0010059969898073978,0.9489582970357202,900
Political Affiliation,Liberal,0.0011697740832955286,0.9489582970357202,2297
Political Affiliation,Prefer not to say,0.0,,6
Religion Important,1) No,0.0004978780909933715,0.9620767059452613,1156
Religion Important,2) Not very,-0.0040513166779204395,0.9620767059452613,77
Religion Important,3) Somewhat,-0.008165438892340567,0.9620767059452613,748
Religion Important,4) Very,-0.004990575736805929,0.9620767059452613,1477
Seen Toxicity,False,0.004960756457135145,0.9739112362728812,739
Seen Toxicity,True,0.00025288688852541006,0.9739112362728812,8558
Sexual Orientation,Bisexual,0.0013450904199669223,0.9847737144850648,116
Sexual Orientation,Heterosexual,8.627910223208692e-05,0.9847737144850648,9478
Sexual Orientation,Homosexual,0.0,,3
Technology Impact,2) Somewhat negative,0.1308562197092082,0.997155134043036,28
Technology Impact,3) Neutral,0.0,0.997155134043036,86
Technology Impact,4) Somewhat positive,0.0006866621647017636,0.997155134043036,3977
Technology Impact,5) Very positive,-0.002166610348049109,0.997155134043036,845
Toxicity Problem,1) Never,0.0,0.9408949027842366,24
Toxicity Problem,2) Rarely,0.0,0.9408949027842366,245
Toxicity Problem,3) Occasionally,-0.0034065376531126935,0.9408949027842366,1719
Toxicity Problem,4) Frequently,0.0013649177860269863,0.9408949027842366,1109
Toxicity Problem,5) Very Frequently,0.0,0.9408949027842366,120
