SDB Feature,,apunim,pvalue,support
Age,1) 18 - 24,0.0187543412827045,0.9995530066524272,113
Age,2) 25 - 34,-0.0006041460650855207,0.9995530066524272,2545
Age,3) 35 - 44,0.010453637439149347,0.9995530066524272,799
Age,4) 45 - 54,-0.025385312783318414,0.9995530066524272,121
Age,5) 55 - 64,0.0,0.9995530066524272,27
Education,2) High School graduate,3.6637359812630184e-16,0.9805325201974846,35
Education,"3) College, no degree",0.0017098888572246618,0.9805325201974846,471
Education,4) Associate degree,0.0,0.9805325201974846,67
Education,5) Bachelor's degree,-0.0011204615347939356,0.9805325201974846,2917
Education,6) Master's degree,-0.01960784313725542,0.9805325201974846,194
Ethnicity,Asian,0.28205128205128194,0.9924355070912875,7
Ethnicity,Black,-0.022801302931596264,0.9924355070912875,111
Ethnicity,Hispanic,1.0,,3
Ethnicity,Multiracial,,,3
Ethnicity,White,0.0003885003885005584,0.9924355070912875,8072
Gender,Female,-0.00045702162012505916,0.9919468710990318,4309
Gender,Male,0.0009843700031981484,0.9919468710990318,3609
Has Been Targeted,False,0.0014265170983072002,0.9032694049858272,7736
Has Been Targeted,True,0.0036844111294629064,0.9032694049858272,1203
Is Parent,No,0.0008246649902398123,0.9960743205051977,3271
Is Parent,Yes,-0.00041831400576879135,0.9960743205051977,4736
Is Transgender,No,2.21960873097335e-16,0.9919712694559764,12241
Political Affiliation,Conservative,-0.0034230983255485073,0.9691197116742936,938
Political Affiliation,Independent,0.0061235563134642195,0.9691197116742936,937
Political Affiliation,Liberal,-0.0021903430183486832,0.9691197116742936,2368
Political Affiliation,Prefer not to say,4.440892098500626e-16,0.9691197116742936,6
Religion Important,1) No,0.001948928089550813,0.9434580171799035,1155
Religion Important,2) Not very,0.056142301278488044,0.9434580171799035,69
Religion Important,3) Somewhat,-0.007869939897048248,0.9434580171799035,809
Religion Important,4) Very,0.0012605429558198164,0.9434580171799035,1642
Seen Toxicity,False,0.0017215139342831695,0.9512151508024601,685
Seen Toxicity,True,0.0006172661903520536,0.9512151508024601,8774
Sexual Orientation,Bisexual,-0.08710536325599076,0.7500000000000009,114
Sexual Orientation,Heterosexual,-0.00041060416868540225,0.9803315370764769,9832
Sexual Orientation,Homosexual,0.0,0.7500000000000009,6
Technology Impact,2) Somewhat negative,0.0,0.015268275930528704,42
Technology Impact,3) Neutral,-0.006493506493506763,0.9706405452176191,107
Technology Impact,4) Somewhat positive,0.0023858318741870354,0.9706405452176191,4062
Technology Impact,5) Very positive,0.002794967272986788,0.9706405452176191,881
Toxicity Problem,1) Never,2.7755575615628914e-16,0.9647355245853662,16
Toxicity Problem,2) Rarely,-0.014495776410470283,0.9647355245853662,296
Toxicity Problem,3) Occasionally,0.000463687019121129,0.9647355245853662,1880
Toxicity Problem,4) Frequently,0.006561009922438309,0.9647355245853662,1122
Toxicity Problem,5) Very Frequently,0.01668404588112616,0.9647355245853662,119
