SDB Feature,,apunim,pvalue,support
Age,1) Gen. Z,0.04685449269725377,3.8135437904477156e-46,12214
Age,2) Millennial,-0.006787151589049609,0.02689324856532349,34433
Age,3) Gen. X+,-0.02822136089032504,5.6172336249746515e-19,12699
Education,College +,0.006289246573539331,0.04005454237734371,52727
Education,High school -,-0.050010453679453476,1.9517589276175155e-47,6619
Gender,Man,0.035872268125929155,4.284611666513836e-29,28817
Gender,Woman,-0.027149413528515107,2.9777620366908915e-18,29990
Race,African Am.,0.09945470332392112,3.4142199199876776e-140,5148
Race,Asian,-0.005738072736224907,0.057098874568158854,16486
Race,Latino,-0.06307774888003329,3.061908464150918e-70,5877
Race,Other,0.03396398343952769,8.605986845969276e-27,21669
Race,White,-0.06486378888551854,3.392694505100755e-77,10166
