SDB Feature,,apunim,pvalue,support
Age,1) 18 - 24,0.0,,9
Age,2) 25 - 34,,,3
Age,3) 35 - 44,1.9032394707859828e-16,0.9096655293982665,7
Age,4) 45 - 54,0.0,,3
Age,5) 55 - 64,0.0,,3
Age,6) 65 or older,1.6653345369377353e-16,,4
Age,Prefer not to say,0.0,,6
Age,Under 18,0.0,,10
Education,1) No high school,0.0,,9
Education,2) High School graduate,0.0,,6
Education,"3) College, no degree",0.0,,3
Education,4) Associate degree,5.329070518200753e-16,0.8743340836219966,8
Education,5) Bachelor's degree,0.0,0.8743340836219966,12
Education,7) Professional degree,0.0,,3
Education,8) Doctoral degree,0.0,,3
Education,Other,0.0,,3
Education,Prefer not to say,0.0,,3
Ethnicity,Asian,0.0684798445847499,0.9531631078979925,23
Ethnicity,Black,0.0,0.9531631078979925,12
Ethnicity,Hispanic,0.0,0.9531631078979925,18
Ethnicity,Multiracial,0.0,,9
Ethnicity,Other,0.0,0.9531631078979925,16
Ethnicity,Unknown,-0.1902834008097165,0.9531631078979925,14
Ethnicity,White,1.0408340855860843e-16,0.9531631078979925,16
Gender,Female,-0.010207237859572936,0.9556128123566155,72
Gender,Male,0.003134796238244503,0.9556128123566155,58
Gender,Nonbinary,-0.025151101579255174,0.9556128123566155,51
Gender,Unknown,0.01095197978096032,0.9556128123566155,77
Has Been Targeted,False,0.0021571094733059165,0.9236496536500003,341
Has Been Targeted,True,-0.056825604180274165,0.4396895188971995,340
Is Parent,No,-0.00994200497100213,0.9034689039464434,129
Is Parent,Prefer not to say,-0.02088273540885787,0.9034689039464434,154
Is Parent,Yes,0.024042742653606432,0.9034689039464434,136
Is Transgender,No,0.0200377522869176,0.7856054429664472,135
Is Transgender,Prefer not to say,-0.025143361270401437,0.7856054429664472,136
Is Transgender,Yes,0.015910958392470483,0.7856054429664472,142
Political Affiliation,Conservative,2.3980817331903383e-16,0.9741979628751634,29
Political Affiliation,Independent,2.1035804677108233e-16,0.9741979628751634,39
Political Affiliation,Liberal,0.0,0.9741979628751634,32
Political Affiliation,Other,0.0,0.9741979628751634,30
Political Affiliation,Prefer not to say,1.0560658039117345e-16,0.9741979628751634,41
Religion Important,1) No,-0.007244432519452756,0.9665302128061164,44
Religion Important,2) Not very,-0.020568070519098616,0.9665302128061164,33
Religion Important,3) Somewhat,1.0248212535001446e-16,0.9665302128061164,26
Religion Important,4) Very,0.006470165348670027,0.9665302128061164,46
Religion Important,Prefer not to say,0.01466992665036691,0.9665302128061164,42
Seen Toxicity,False,0.02681173499125719,0.5078718066753163,345
Seen Toxicity,True,-0.032464758650149285,0.5078718066753163,320
Sexual Orientation,Bisexual,1.0658141036401505e-16,0.9692100671744828,25
Sexual Orientation,Heterosexual,1.959217102279688e-16,0.9692100671744828,35
Sexual Orientation,Homosexual,1.0408340855860843e-16,0.9692100671744828,16
Sexual Orientation,Other,0.0,0.9692100671744828,45
Sexual Orientation,Prefer not to say,0.0,0.9692100671744828,37
Technology Impact,1) Very negative,0.08459869848156164,0.9789222719258857,33
Technology Impact,2) Somewhat negative,1.0802169969325848e-16,0.9789222719258857,37
Technology Impact,3) Neutral,2.664535259100376e-16,0.9789222719258857,26
Technology Impact,4) Somewhat positive,-0.01674196120116903,0.9789222719258857,41
Technology Impact,5) Very positive,-0.0384615384615385,0.9789222719258857,31
Toxicity Problem,1) Never,-0.04906808672499046,0.9779339726070864,36
Toxicity Problem,2) Rarely,0.0,0.9779339726070864,38
Toxicity Problem,3) Occasionally,-0.008746355685131144,0.9779339726070864,35
Toxicity Problem,4) Frequently,-0.00773195876288657,0.9779339726070864,39
Toxicity Problem,5) Very Frequently,0.05017502917152865,0.9779339726070864,24
