SDB Feature,,apunim,pvalue,support
Age,1) Gen. Z,0.07466063348416278,0.6983930994673222,16
Age,2) Millennial,-0.009655855409754818,0.9250192400864946,37
Age,3) Gen. X+,-0.10158949550794745,0.6983930994673222,13
Education,College +,0.006793241595540881,0.8390782925036191,53
Education,High school -,0.043091655266758046,0.8390782925036191,53
Gender,Man,0.0,0.9294654384141403,17
Gender,Nonbinary,0.0,0.9294654384141403,12
Gender,Other,0.0,0.9294654384141403,15
Gender,Woman,9.516197353929916e-17,0.9294654384141403,7
Race,African Am.,-1.9032394707859825e-16,0.9294654384141402,7
Race,Asian,3.7007434154171876e-17,,5
Race,Latino,9.516197353929916e-17,0.9294654384141402,7
Race,Other,0.0,0.9294654384141402,10
Race,White,-9.516197353929914e-17,0.9294654384141402,7
