SDB Feature,,apunim,pvalue,support
Age,1) Gen. X+,-0.00044756079367426585,0.9322251754628456,76
Age,2) Millennial,0.0841283607979184,0.77411808073154,74
Age,3) Gen. Z,0.021291327678725942,0.9322251754628456,65
Ethnicity,black,0.0,,3
Ethnicity,hisp,0.0,,9
Ethnicity,middleEastern,0.0,,15
Ethnicity,other,0.0,,6
Ethnicity,white,0.0,0.8081093668207038,17
Gender,man,-0.07702634670246693,0.5255807141218692,61
Gender,nonBinary,-0.01928465468930262,0.844905705552579,67
Gender,woman,0.07506601282534903,0.5255807141218692,86
