SDB Feature,,apunim,pvalue,support
Age,1) Gen. Z,0.007175126229072716,0.9897439870357769,201
Age,2) Millennial,-0.03236682400539472,0.9897439870357769,168
Age,3) Gen. X+,-0.0008355382258738112,0.9897439870357769,136
Education,College +,-0.00807584269662912,0.9246297701618491,191
Education,High school -,0.023731968357375552,0.9246297701618491,194
Education,Other,-0.018606348048157476,0.9246297701618491,151
Gender,Man,-0.048304751930880914,0.20141028060682756,410
Gender,Woman,0.05040185920402834,0.20141028060682756,458
Race,African Am.,0.030219780219780217,0.9015306138697412,54
Race,Asian,0.0,0.9380881133846117,53
Race,Latino,-2.220446049250313e-16,0.00010833390688973611,36
Race,Multiracial,0.0,0.8574548337095915,24
Race,White,-0.04502046384720356,0.8574548337095915,28
