n_ann,minority,delta,rep,simulation,method,stat,pvalue,detected
80,0.5,2.0,20,bidirectional,apunim,0.12892971914438078,6.225275371156262e-36,1
80,0.5,2.0,20,bidirectional,Krippendorff delta-alpha,0.07789160777526549,0.004975124378109453,1
80,0.5,2.0,20,bidirectional,aposteriori unimodality (2024),0.017142857142857144,0.04950495049504951,1
80,0.5,2.0,20,bidirectional,chi-squared (Akhtar et al. 2019),25.924815945669113,3.276861371967655e-05,1
80,0.5,2.0,20,bidirectional,GMM clustering (Checco/Mignemi),0.2936482502243302,0.004975124378109453,1
80,0.5,2.0,21,unidirectional,apunim,0.12404164980067381,5.271541819153883e-35,1
80,0.5,2.0,21,unidirectional,Krippendorff delta-alpha,0.02727684738713826,0.004975124378109453,1
80,0.5,2.0,21,unidirectional,aposteriori unimodality (2024),0.021739130434782608,0.019801980198019802,1
80,0.5,2.0,21,unidirectional,chi-squared (Akhtar et al. 2019),941.0177662642141,2.158133212926637e-202,1
80,0.5,2.0,21,unidirectional,GMM clustering (Checco/Mignemi),1.0,0.004975124378109453,1
80,0.5,2.0,21,bidirectional,apunim,0.08523151471198759,3.150557565135578e-17,1
80,0.5,2.0,21,bidirectional,Krippendorff delta-alpha,0.08159286681558148,0.004975124378109453,1
80,0.5,2.0,21,bidirectional,aposteriori unimodality (2024),0.05113636363636364,0.009900990099009901,1
80,0.5,2.0,21,bidirectional,chi-squared (Akhtar et al. 2019),6.534662562076565,0.16261942209577038,0
80,0.5,2.0,21,bidirectional,GMM clustering (Checco/Mignemi),-0.010747185261003071,1.0,0
80,0.5,2.0,22,unidirectional,apunim,0.1298550896790307,6.656731476133419e-30,1
80,0.5,2.0,22,unidirectional,Krippendorff delta-alpha,0.02915287795066185,0.004975124378109453,1
80,0.5,2.0,22,unidirectional,aposteriori unimodality (2024),0.011428571428571429,0.0594059405940594,0
80,0.5,2.0,22,unidirectional,chi-squared (Akhtar et al. 2019),1100.0221984612836,7.488157418254537e-237,1
80,0.5,2.0,22,unidirectional,GMM clustering (Checco/Mignemi),1.0,0.004975124378109453,1
80,0.5,2.0,22,bidirectional,apunim,0.09416485902345251,1.461824102476987e-17,1
80,0.5,2.0,22,bidirectional,Krippendorff delta-alpha,0.08296749937891623,0.004975124378109453,1
80,0.5,2.0,22,bidirectional,aposteriori unimodality (2024),0.027472527472527472,0.009900990099009901,1
80,0.5,2.0,22,bidirectional,chi-squared (Akhtar et al. 2019),2.813312129492318,0.5895369942047681,0
80,0.5,2.0,22,bidirectional,GMM clustering (Checco/Mignemi),-0.009770630445925167,0.8756218905472637,0
80,0.5,2.0,23,unidirectional,apunim,0.08749643300649847,6.680395361701875e-18,1
80,0.5,2.0,23,unidirectional,Krippendorff delta-alpha,0.024391660231266543,0.004975124378109453,1
80,0.5,2.0,23,unidirectional,aposteriori unimodality (2024),0.028735632183908046,0.009900990099009901,1
80,0.5,2.0,23,unidirectional,chi-squared (Akhtar et al. 2019),1011.9481542460236,9.188319171051438e-218,1
80,0.5,2.0,23,unidirectional,GMM clustering (Checco/Mignemi),1.0,0.004975124378109453,1
80,0.5,2.0,23,bidirectional,apunim,0.09532708742209542,6.316756134536333e-25,1
80,0.5,2.0,23,bidirectional,Krippendorff delta-alpha,0.07716796359913203,0.004975124378109453,1
80,0.5,2.0,23,bidirectional,aposteriori unimodality (2024),0.0056179775280898875,0.31683168316831684,0
80,0.5,2.0,23,bidirectional,chi-squared (Akhtar et al. 2019),4.569275269189696,0.33441207203290957,0
80,0.5,2.0,23,bidirectional,GMM clustering (Checco/Mignemi),0.01952484216085589,0.17412935323383086,0
80,0.5,2.0,24,unidirectional,apunim,0.1372102059012462,7.764284525710096e-37,1
80,0.5,2.0,24,unidirectional,Krippendorff delta-alpha,0.02320371684678063,0.004975124378109453,1
80,0.5,2.0,24,unidirectional,aposteriori unimodality (2024),0.01098901098901099,0.06930693069306931,0
80,0.5,2.0,24,unidirectional,chi-squared (Akhtar et al. 2019),1011.6010358061443,1.0926049932053599e-217,1
80,0.5,2.0,24,unidirectional,GMM clustering (Checco/Mignemi),1.0,0.004975124378109453,1
80,0.5,2.0,24,bidirectional,apunim,0.10794399434859252,1.7046351919488006e-20,1
80,0.5,2.0,24,bidirectional,Krippendorff delta-alpha,0.08534749363070981,0.004975124378109453,1
80,0.5,2.0,24,bidirectional,aposteriori unimodality (2024),0.041176470588235294,0.009900990099009901,1
80,0.5,2.0,24,bidirectional,chi-squared (Akhtar et al. 2019),3.433630930006738,0.4880413927462456,0
80,0.5,2.0,24,bidirectional,GMM clustering (Checco/Mignemi),-0.01282051282051282,1.0,0
80,0.5,2.0,25,unidirectional,apunim,0.1133708208527284,5.062263183003626e-24,1
80,0.5,2.0,25,unidirectional,Krippendorff delta-alpha,0.03199897855894507,0.004975124378109453,1
80,0.5,2.0,25,unidirectional,aposteriori unimodality (2024),0.034482758620689655,0.009900990099009901,1
80,0.5,2.0,25,unidirectional,chi-squared (Akhtar et al. 2019),1174.2357452506476,6.129316810823374e-253,1
80,0.5,2.0,25,unidirectional,GMM clustering (Checco/Mignemi),1.0,0.004975124378109453,1
80,0.5,2.0,25,bidirectional,apunim,0.11020112474043457,1.1709006995444228e-23,1
80,0.5,2.0,25,bidirectional,Krippendorff delta-alpha,0.08826275337145234,0.004975124378109453,1
80,0.5,2.0,25,bidirectional,aposteriori unimodality (2024),0.016853932584269662,0.009900990099009901,1
80,0.5,2.0,25,bidirectional,chi-squared (Akhtar et al. 2019),5.85022652503172,0.2106161376908643,0
80,0.5,2.0,25,bidirectional,GMM clustering (Checco/Mignemi),0.03907720149582403,0.06965174129353234,0
80,0.5,2.0,26,unidirectional,apunim,0.11623230163089854,6.8663423551677e-25,1
80,0.5,2.0,26,unidirectional,Krippendorff delta-alpha,0.024455088142762482,0.004975124378109453,1
80,0.5,2.0,26,unidirectional,aposteriori unimodality (2024),0.023255813953488372,0.019801980198019802,1
80,0.5,2.0,26,unidirectional,chi-squared (Akhtar et al. 2019),1035.7421578123601,6.404829280676303e-223,1
80,0.5,2.0,26,unidirectional,GMM clustering (Checco/Mignemi),1.0,0.004975124378109453,1
80,0.5,2.0,26,bidirectional,apunim,0.09322223346617602,6.644912469449818e-20,1
80,0.5,2.0,26,bidirectional,Krippendorff delta-alpha,0.0776930279146964,0.004975124378109453,1
80,0.5,2.0,26,bidirectional,aposteriori unimodality (2024),0.045454545454545456,0.009900990099009901,1
80,0.5,2.0,26,bidirectional,chi-squared (Akhtar et al. 2019),21.567558183373862,0.00024431427255380866,1
80,0.5,2.0,26,bidirectional,GMM clustering (Checco/Mignemi),0.09677135849026454,0.004975124378109453,1
80,0.5,2.0,27,unidirectional,apunim,0.1211911713601303,3.8498809424237346e-29,1
80,0.5,2.0,27,unidirectional,Krippendorff delta-alpha,0.02388629995881303,0.004975124378109453,1
80,0.5,2.0,27,unidirectional,aposteriori unimodality (2024),0.056818181818181816,0.009900990099009901,1
80,0.5,2.0,27,unidirectional,chi-squared (Akhtar et al. 2019),1108.4510905426348,1.115252994794617e-238,1
80,0.5,2.0,27,unidirectional,GMM clustering (Checco/Mignemi),1.0,0.004975124378109453,1
80,0.5,2.0,27,bidirectional,apunim,0.08473777070855107,4.507000905288501e-19,1
80,0.5,2.0,27,bidirectional,Krippendorff delta-alpha,0.07408122994383404,0.004975124378109453,1
80,0.5,2.0,27,bidirectional,aposteriori unimodality (2024),0.0111731843575419,0.0594059405940594,0
80,0.5,2.0,27,bidirectional,chi-squared (Akhtar et al. 2019),7.384990869182692,0.11688895259233842,0
80,0.5,2.0,27,bidirectional,GMM clustering (Checco/Mignemi),-0.001536688436419516,0.48756218905472637,0
80,0.5,2.0,28,unidirectional,apunim,0.10660931106088474,4.734119115996483e-22,1
80,0.5,2.0,28,unidirectional,Krippendorff delta-alpha,0.024428294155467434,0.004975124378109453,1
80,0.5,2.0,28,unidirectional,aposteriori unimodality (2024),0.01694915254237288,0.009900990099009901,1
80,0.5,2.0,28,unidirectional,chi-squared (Akhtar et al. 2019),949.1886858252105,3.6604325675801804e-204,1
80,0.5,2.0,28,unidirectional,GMM clustering (Checco/Mignemi),1.0,0.004975124378109453,1
80,0.5,2.0,28,bidirectional,apunim,0.10260069546708207,1.6430467846068172e-26,1
80,0.5,2.0,28,bidirectional,Krippendorff delta-alpha,0.08373158331162445,0.004975124378109453,1
80,0.5,2.0,28,bidirectional,aposteriori unimodality (2024),0.03804347826086957,0.009900990099009901,1
80,0.5,2.0,28,bidirectional,chi-squared (Akhtar et al. 2019),3.2426161316953444,0.5180753360588595,0
80,0.5,2.0,28,bidirectional,GMM clustering (Checco/Mignemi),0.030210031648604585,0.1044776119402985,0
80,0.5,2.0,29,unidirectional,apunim,0.11503852067594006,7.157791762052207e-30,1
80,0.5,2.0,29,unidirectional,Krippendorff delta-alpha,0.021687392270407946,0.004975124378109453,1
80,0.5,2.0,29,unidirectional,aposteriori unimodality (2024),0.03954802259887006,0.009900990099009901,1
80,0.5,2.0,29,unidirectional,chi-squared (Akhtar et al. 2019),980.8478543833867,5.047204778495771e-211,1
80,0.5,2.0,29,unidirectional,GMM clustering (Checco/Mignemi),1.0,0.004975124378109453,1
80,0.5,2.0,29,bidirectional,apunim,0.11978281725840938,1.2988641336246915e-26,1
80,0.5,2.0,29,bidirectional,Krippendorff delta-alpha,0.09075373989702623,0.004975124378109453,1
80,0.5,2.0,29,bidirectional,aposteriori unimodality (2024),0.0335195530726257,0.009900990099009901,1
80,0.5,2.0,29,bidirectional,chi-squared (Akhtar et al. 2019),31.425218089220895,2.5069452510221868e-06,1
80,0.5,2.0,29,bidirectional,GMM clustering (Checco/Mignemi),0.1935421933501872,0.004975124378109453,1
80,0.5,2.0,30,unidirectional,apunim,0.09984330227896875,4.619529679758281e-24,1
80,0.5,2.0,30,unidirectional,Krippendorff delta-alpha,0.020987166165247706,0.004975124378109453,1
80,0.5,2.0,30,unidirectional,aposteriori unimodality (2024),0.01675977653631285,0.019801980198019802,1
80,0.5,2.0,30,unidirectional,chi-squared (Akhtar et al. 2019),1135.8975687163386,1.253285812601996e-244,1
80,0.5,2.0,30,unidirectional,GMM clustering (Checco/Mignemi),1.0,0.004975124378109453,1
80,0.5,2.0,30,bidirectional,apunim,0.10419471564021798,1.0631227230807959e-23,1
80,0.5,2.0,30,bidirectional,Krippendorff delta-alpha,0.08046681093359642,0.004975124378109453,1
80,0.5,2.0,30,bidirectional,aposteriori unimodality (2024),0.02824858757062147,0.009900990099009901,1
80,0.5,2.0,30,bidirectional,chi-squared (Akhtar et al. 2019),11.803317018556676,0.01887538167434176,1
80,0.5,2.0,30,bidirectional,GMM clustering (Checco/Mignemi),0.020465428614826243,0.12935323383084577,0
80,0.5,2.0,31,unidirectional,apunim,0.07369260911106135,1.369212984670971e-14,1
80,0.5,2.0,31,unidirectional,Krippendorff delta-alpha,0.023810622419803584,0.004975124378109453,1
80,0.5,2.0,31,unidirectional,aposteriori unimodality (2024),0.023121387283236993,0.009900990099009901,1
80,0.5,2.0,31,unidirectional,chi-squared (Akhtar et al. 2019),727.0413717568127,4.860648814287893e-156,1
80,0.5,2.0,31,unidirectional,GMM clustering (Checco/Mignemi),1.0,0.004975124378109453,1
80,0.5,2.0,31,bidirectional,apunim,0.12638585898578614,5.0835336553712474e-30,1
80,0.5,2.0,31,bidirectional,Krippendorff delta-alpha,0.0955433298672641,0.004975124378109453,1
80,0.5,2.0,31,bidirectional,aposteriori unimodality (2024),0.03409090909090909,0.009900990099009901,1
80,0.5,2.0,31,bidirectional,chi-squared (Akhtar et al. 2019),10.380676042000426,0.03448094838492273,1
80,0.5,2.0,31,bidirectional,GMM clustering (Checco/Mignemi),0.020465428614826243,0.12437810945273632,0
80,0.5,2.0,32,unidirectional,apunim,0.07963413150977722,6.389852949278688e-16,1
80,0.5,2.0,32,unidirectional,Krippendorff delta-alpha,0.02481321538325515,0.004975124378109453,1
80,0.5,2.0,32,unidirectional,aposteriori unimodality (2024),0.028735632183908046,0.009900990099009901,1
80,0.5,2.0,32,unidirectional,chi-squared (Akhtar et al. 2019),816.7753703471619,1.7849112479695774e-175,1
80,0.5,2.0,32,unidirectional,GMM clustering (Checco/Mignemi),1.0,0.004975124378109453,1
80,0.5,2.0,32,bidirectional,apunim,0.11195885967818794,1.1417900805051557e-29,1
80,0.5,2.0,32,bidirectional,Krippendorff delta-alpha,0.08282191852366888,0.004975124378109453,1
80,0.5,2.0,32,bidirectional,aposteriori unimodality (2024),0.02824858757062147,0.009900990099009901,1
80,0.5,2.0,32,bidirectional,chi-squared (Akhtar et al. 2019),9.418725862449403,0.05144430645710747,0
80,0.5,2.0,32,bidirectional,GMM clustering (Checco/Mignemi),-0.012179389588224454,1.0,0
80,0.5,2.0,33,unidirectional,apunim,0.10790224063281484,3.168706875930538e-28,1
80,0.5,2.0,33,unidirectional,Krippendorff delta-alpha,0.02059104014641322,0.004975124378109453,1
80,0.5,2.0,33,unidirectional,aposteriori unimodality (2024),0.03260869565217391,0.009900990099009901,1
80,0.5,2.0,33,unidirectional,chi-squared (Akhtar et al. 2019),894.8717662034817,2.1516187501003694e-192,1
80,0.5,2.0,33,unidirectional,GMM clustering (Checco/Mignemi),1.0,0.004975124378109453,1
80,0.5,2.0,33,bidirectional,apunim,0.07826554169082411,4.819561298528523e-16,1
80,0.5,2.0,33,bidirectional,Krippendorff delta-alpha,0.07231280040151733,0.004975124378109453,1
80,0.5,2.0,33,bidirectional,aposteriori unimodality (2024),0.011299435028248588,0.06930693069306931,0
80,0.5,2.0,33,bidirectional,chi-squared (Akhtar et al. 2019),4.9147573909557885,0.2961562785241715,0
80,0.5,2.0,33,bidirectional,GMM clustering (Checco/Mignemi),-0.012690680681963851,1.0,0
80,0.5,2.0,34,unidirectional,apunim,0.10008551244447436,3.2179909473597623e-24,1
80,0.5,2.0,34,unidirectional,Krippendorff delta-alpha,0.021884157713745744,0.004975124378109453,1
80,0.5,2.0,34,unidirectional,aposteriori unimodality (2024),0.023391812865497075,0.019801980198019802,1
80,0.5,2.0,34,unidirectional,chi-squared (Akhtar et al. 2019),916.8828621700338,3.6613931102507736e-197,1
80,0.5,2.0,34,unidirectional,GMM clustering (Checco/Mignemi),1.0,0.004975124378109453,1
80,0.5,2.0,34,bidirectional,apunim,0.0970888570300346,1.1130955230782738e-16,1
80,0.5,2.0,34,bidirectional,Krippendorff delta-alpha,0.08011126024906279,0.004975124378109453,1
80,0.5,2.0,34,bidirectional,aposteriori unimodality (2024),0.017241379310344827,0.019801980198019802,1
80,0.5,2.0,34,bidirectional,chi-squared (Akhtar et al. 2019),8.5142870383129,0.0744553473951519,0
80,0.5,2.0,34,bidirectional,GMM clustering (Checco/Mignemi),0.02921693494191814,0.13432835820895522,0
80,0.5,2.0,35,unidirectional,apunim,0.08926110545774467,1.3079212604621811e-17,1
80,0.5,2.0,35,unidirectional,Krippendorff delta-alpha,0.021293093480845182,0.004975124378109453,1
80,0.5,2.0,35,unidirectional,aposteriori unimodality (2024),0.05056179775280899,0.009900990099009901,1
80,0.5,2.0,35,unidirectional,chi-squared (Akhtar et al. 2019),882.0050994900572,1.3196261562998848e-189,1
80,0.5,2.0,35,unidirectional,GMM clustering (Checco/Mignemi),1.0,0.004975124378109453,1
80,0.5,2.0,35,bidirectional,apunim,0.1282423349940534,1.4512827386933755e-32,1
80,0.5,2.0,35,bidirectional,Krippendorff delta-alpha,0.08945508734396296,0.004975124378109453,1
80,0.5,2.0,35,bidirectional,aposteriori unimodality (2024),0.028735632183908046,0.009900990099009901,1
80,0.5,2.0,35,bidirectional,chi-squared (Akhtar et al. 2019),21.00690417181984,0.0003156726136439284,1
80,0.5,2.0,35,bidirectional,GMM clustering (Checco/Mignemi),0.09503606279168435,0.009950248756218905,1
80,0.5,2.0,36,unidirectional,apunim,0.10436505979018228,6.443825457230308e-22,1
80,0.5,2.0,36,unidirectional,Krippendorff delta-alpha,0.02098744826189647,0.004975124378109453,1
80,0.5,2.0,36,unidirectional,aposteriori unimodality (2024),0.022857142857142857,0.0297029702970297,1
80,0.5,2.0,36,unidirectional,chi-squared (Akhtar et al. 2019),1024.579472628494,1.6817326787275453e-220,1
80,0.5,2.0,36,unidirectional,GMM clustering (Checco/Mignemi),1.0,0.004975124378109453,1
80,0.5,2.0,36,bidirectional,apunim,0.10122796329642272,7.892219119133425e-27,1
80,0.5,2.0,36,bidirectional,Krippendorff delta-alpha,0.08274134839344349,0.004975124378109453,1
80,0.5,2.0,36,bidirectional,aposteriori unimodality (2024),0.03278688524590164,0.009900990099009901,1
80,0.5,2.0,36,bidirectional,chi-squared (Akhtar et al. 2019),23.39415690650848,0.00010561538254039466,1
80,0.5,2.0,36,bidirectional,GMM clustering (Checco/Mignemi),0.11136392770157671,0.004975124378109453,1
80,0.5,2.0,37,unidirectional,apunim,0.1076485647880468,2.3889339653698803e-24,1
80,0.5,2.0,37,unidirectional,Krippendorff delta-alpha,0.022887707367658217,0.004975124378109453,1
80,0.5,2.0,37,unidirectional,aposteriori unimodality (2024),0.02857142857142857,0.009900990099009901,1
80,0.5,2.0,37,unidirectional,chi-squared (Akhtar et al. 2019),1012.690970329164,6.34240040740008e-218,1
80,0.5,2.0,37,unidirectional,GMM clustering (Checco/Mignemi),1.0,0.004975124378109453,1
80,0.5,2.0,37,bidirectional,apunim,0.10500685459929957,1.8493577294411664e-24,1
80,0.5,2.0,37,bidirectional,Krippendorff delta-alpha,0.0873543244640344,0.004975124378109453,1
80,0.5,2.0,37,bidirectional,aposteriori unimodality (2024),0.011299435028248588,0.06930693069306931,0
80,0.5,2.0,37,bidirectional,chi-squared (Akhtar et al. 2019),6.4715045429456355,0.16659470588510542,0
80,0.5,2.0,37,bidirectional,GMM clustering (Checco/Mignemi),0.007972892166633447,0.30845771144278605,0
80,0.5,2.0,38,unidirectional,apunim,0.12070892255929216,1.2542410535595873e-30,1
80,0.5,2.0,38,unidirectional,Krippendorff delta-alpha,0.030713352435544683,0.004975124378109453,1
80,0.5,2.0,38,unidirectional,aposteriori unimodality (2024),0.011363636363636364,0.039603960396039604,1
80,0.5,2.0,38,unidirectional,chi-squared (Akhtar et al. 2019),1053.3579255923844,9.740976674660787e-227,1
80,0.5,2.0,38,unidirectional,GMM clustering (Checco/Mignemi),1.0,0.004975124378109453,1
80,0.5,2.0,38,bidirectional,apunim,0.08765890507410053,4.1352734667065906e-20,1
80,0.5,2.0,38,bidirectional,Krippendorff delta-alpha,0.07030392887628495,0.004975124378109453,1
80,0.5,2.0,38,bidirectional,aposteriori unimodality (2024),0.016574585635359115,0.019801980198019802,1
80,0.5,2.0,38,bidirectional,chi-squared (Akhtar et al. 2019),16.94474259091701,0.0019813199423724436,1
80,0.5,2.0,38,bidirectional,GMM clustering (Checco/Mignemi),0.17044589864556384,0.004975124378109453,1
80,0.5,2.0,39,unidirectional,apunim,0.09480386396435485,4.3561490812931886e-23,1
80,0.5,2.0,39,unidirectional,Krippendorff delta-alpha,0.02236777824728481,0.004975124378109453,1
80,0.5,2.0,39,unidirectional,aposteriori unimodality (2024),0.0223463687150838,0.009900990099009901,1
80,0.5,2.0,39,unidirectional,chi-squared (Akhtar et al. 2019),990.2967872110731,4.522686903154941e-213,1
80,0.5,2.0,39,unidirectional,GMM clustering (Checco/Mignemi),1.0,0.004975124378109453,1
80,0.5,2.0,39,bidirectional,apunim,0.07023513043296975,3.631497840893721e-15,1
80,0.5,2.0,39,bidirectional,Krippendorff delta-alpha,0.06009291519281057,0.004975124378109453,1
80,0.5,2.0,39,bidirectional,aposteriori unimodality (2024),0.018072289156626505,0.009900990099009901,1
80,0.5,2.0,39,bidirectional,chi-squared (Akhtar et al. 2019),1.8341252394402545,0.7662333733361739,0
80,0.5,2.0,39,bidirectional,GMM clustering (Checco/Mignemi),-0.006921690366513119,0.6865671641791045,0
80,0.5,2.5,0,unidirectional,apunim,0.12177174837051388,4.977126432864288e-27,1
80,0.5,2.5,0,unidirectional,Krippendorff delta-alpha,0.030241218620423393,0.004975124378109453,1
80,0.5,2.5,0,unidirectional,aposteriori unimodality (2024),0.02857142857142857,0.009900990099009901,1
80,0.5,2.5,0,unidirectional,chi-squared (Akhtar et al. 2019),1330.9833842126532,6.37419148773932e-287,1
80,0.5,2.5,0,unidirectional,GMM clustering (Checco/Mignemi),1.0,0.004975124378109453,1
80,0.5,2.5,0,bidirectional,apunim,0.15085207913881568,4.848507625357527e-38,1
80,0.5,2.5,0,bidirectional,Krippendorff delta-alpha,0.13460011887484147,0.004975124378109453,1
80,0.5,2.5,0,bidirectional,aposteriori unimodality (2024),0.049723756906077346,0.009900990099009901,1
80,0.5,2.5,0,bidirectional,chi-squared (Akhtar et al. 2019),64.30035158548063,3.612783167192256e-13,1
80,0.5,2.5,0,bidirectional,GMM clustering (Checco/Mignemi),0.5195471190134694,0.004975124378109453,1
80,0.5,2.5,1,unidirectional,apunim,0.15242781488618992,1.2253851330325578e-41,1
80,0.5,2.5,1,unidirectional,Krippendorff delta-alpha,0.039796423407805814,0.004975124378109453,1
80,0.5,2.5,1,unidirectional,aposteriori unimodality (2024),0.022727272727272728,0.009900990099009901,1
80,0.5,2.5,1,unidirectional,chi-squared (Akhtar et al. 2019),1380.0400448334462,1.4709655205143544e-297,1
80,0.5,2.5,1,unidirectional,GMM clustering (Checco/Mignemi),1.0,0.004975124378109453,1
80,0.5,2.5,1,bidirectional,apunim,0.12094811394729037,4.388938369485432e-30,1
80,0.5,2.5,1,bidirectional,Krippendorff delta-alpha,0.11390055339334143,0.004975124378109453,1
80,0.5,2.5,1,bidirectional,aposteriori unimodality (2024),0.0213903743315508,0.009900990099009901,1
80,0.5,2.5,1,bidirectional,chi-squared (Akhtar et al. 2019),9.211094185040647,0.05603434723312302,0
80,0.5,2.5,1,bidirectional,GMM clustering (Checco/Mignemi),0.052424513817809625,0.01990049751243781,1
80,0.5,2.5,2,unidirectional,apunim,0.15758006859550108,6.507146003175639e-41,1
80,0.5,2.5,2,unidirectional,Krippendorff delta-alpha,0.03985765963778071,0.004975124378109453,1
80,0.5,2.5,2,unidirectional,aposteriori unimodality (2024),0.045454545454545456,0.009900990099009901,1
80,0.5,2.5,2,unidirectional,chi-squared (Akhtar et al. 2019),1626.1318149100796,0.0,1
80,0.5,2.5,2,unidirectional,GMM clustering (Checco/Mignemi),1.0,0.004975124378109453,1
80,0.5,2.5,2,bidirectional,apunim,0.13880611172214233,1.2940652947681775e-38,1
80,0.5,2.5,2,bidirectional,Krippendorff delta-alpha,0.13113059020407086,0.004975124378109453,1
80,0.5,2.5,2,bidirectional,aposteriori unimodality (2024),0.06951871657754011,0.009900990099009901,1
80,0.5,2.5,2,bidirectional,chi-squared (Akhtar et al. 2019),3.6372047262508347,0.4573248921436823,0
80,0.5,2.5,2,bidirectional,GMM clustering (Checco/Mignemi),0.019148101600211333,0.16417910447761194,0
80,0.5,2.5,3,unidirectional,apunim,0.14582748401656476,1.4657895934786455e-33,1
80,0.5,2.5,3,unidirectional,Krippendorff delta-alpha,0.04013567610909252,0.004975124378109453,1
80,0.5,2.5,3,unidirectional,aposteriori unimodality (2024),0.03468208092485549,0.009900990099009901,1
80,0.5,2.5,3,unidirectional,chi-squared (Akhtar et al. 2019),1382.228776521263,4.931882171999825e-298,1
80,0.5,2.5,3,unidirectional,GMM clustering (Checco/Mignemi),1.0,0.004975124378109453,1
80,0.5,2.5,3,bidirectional,apunim,0.11341085589119394,8.973685550610005e-24,1
80,0.5,2.5,3,bidirectional,Krippendorff delta-alpha,0.12093628271955253,0.004975124378109453,1
80,0.5,2.5,3,bidirectional,aposteriori unimodality (2024),0.05084745762711865,0.009900990099009901,1
80,0.5,2.5,3,bidirectional,chi-squared (Akhtar et al. 2019),6.532537428076526,0.16275177262006693,0
80,0.5,2.5,3,bidirectional,GMM clustering (Checco/Mignemi),0.06384154988822921,0.01990049751243781,1
80,0.5,2.5,4,unidirectional,apunim,0.1540886438906461,9.420877627305957e-39,1
80,0.5,2.5,4,unidirectional,Krippendorff delta-alpha,0.04097300453490432,0.004975124378109453,1
80,0.5,2.5,4,unidirectional,aposteriori unimodality (2024),0.04918032786885246,0.009900990099009901,1
80,0.5,2.5,4,unidirectional,chi-squared (Akhtar et al. 2019),1544.2212799923193,0.0,1
80,0.5,2.5,4,unidirectional,GMM clustering (Checco/Mignemi),1.0,0.004975124378109453,1
80,0.5,2.5,4,bidirectional,apunim,0.12449510061958136,5.685772914925134e-31,1
80,0.5,2.5,4,bidirectional,Krippendorff delta-alpha,0.11748379790873253,0.004975124378109453,1
80,0.5,2.5,4,bidirectional,aposteriori unimodality (2024),0.03389830508474576,0.009900990099009901,1
80,0.5,2.5,4,bidirectional,chi-squared (Akhtar et al. 2019),38.582667594935295,8.495535879202138e-08,1
80,0.5,2.5,4,bidirectional,GMM clustering (Checco/Mignemi),0.3226999463661034,0.004975124378109453,1
80,0.5,2.5,5,unidirectional,apunim,0.1479383423814182,6.3910705559394936e-46,1
80,0.5,2.5,5,unidirectional,Krippendorff delta-alpha,0.036232628778585685,0.004975124378109453,1
80,0.5,2.5,5,unidirectional,aposteriori unimodality (2024),0.04371584699453552,0.009900990099009901,1
80,0.5,2.5,5,unidirectional,chi-squared (Akhtar et al. 2019),1734.8573339739576,0.0,1
80,0.5,2.5,5,unidirectional,GMM clustering (Checco/Mignemi),1.0,0.004975124378109453,1
80,0.5,2.5,5,bidirectional,apunim,0.13484403198675587,1.7317373624732365e-32,1
80,0.5,2.5,5,bidirectional,Krippendorff delta-alpha,0.11827212727643743,0.004975124378109453,1
80,0.5,2.5,5,bidirectional,aposteriori unimodality (2024),0.031914893617021274,0.009900990099009901,1
80,0.5,2.5,5,bidirectional,chi-squared (Akhtar et al. 2019),6.560163525234357,0.16103884822347542,0
80,0.5,2.5,5,bidirectional,GMM clustering (Checco/Mignemi),0.01858244759669681,0.16417910447761194,0
80,0.5,2.5,6,unidirectional,apunim,0.12422432304359902,5.839957443525097e-31,1
80,0.5,2.5,6,unidirectional,Krippendorff delta-alpha,0.03439272666428278,0.004975124378109453,1
80,0.5,2.5,6,unidirectional,aposteriori unimodality (2024),0.027624309392265192,0.009900990099009901,1
80,0.5,2.5,6,unidirectional,chi-squared (Akhtar et al. 2019),1587.2552740668032,0.0,1
80,0.5,2.5,6,unidirectional,GMM clustering (Checco/Mignemi),1.0,0.004975124378109453,1
80,0.5,2.5,6,bidirectional,apunim,0.14718805602322857,2.198344466518686e-40,1
80,0.5,2.5,6,bidirectional,Krippendorff delta-alpha,0.12082726615194977,0.004975124378109453,1
80,0.5,2.5,6,bidirectional,aposteriori unimodality (2024),0.031746031746031744,0.009900990099009901,1
80,0.5,2.5,6,bidirectional,chi-squared (Akhtar et al. 2019),5.401568020333645,0.24851816977204977,0
80,0.5,2.5,6,bidirectional,GMM clustering (Checco/Mignemi),-0.004845548152634767,0.7313432835820896,0
80,0.5,2.5,7,unidirectional,apunim,0.1595014266438997,8.214269279934636e-41,1
80,0.5,2.5,7,unidirectional,Krippendorff delta-alpha,0.03954964383352849,0.004975124378109453,1
80,0.5,2.5,7,unidirectional,aposteriori unimodality (2024),0.04395604395604396,0.009900990099009901,1
80,0.5,2.5,7,unidirectional,chi-squared (Akhtar et al. 2019),1636.3788035939085,0.0,1
80,0.5,2.5,7,unidirectional,GMM clustering (Checco/Mignemi),1.0,0.004975124378109453,1
80,0.5,2.5,7,bidirectional,apunim,0.1450592371682357,6.606931665961631e-39,1
80,0.5,2.5,7,bidirectional,Krippendorff delta-alpha,0.12431238285788493,0.004975124378109453,1
80,0.5,2.5,7,bidirectional,aposteriori unimodality (2024),0.026881720430107527,0.009900990099009901,1
80,0.5,2.5,7,bidirectional,chi-squared (Akhtar et al. 2019),0.5499706662342025,0.9684575207053334,0
