n_ann,minority,delta,rep,simulation,method,stat,pvalue,detected
20,0.5,1.5,5,unidirectional,Krippendorff delta-alpha,0.022160500761153,0.004975124378109453,1
20,0.5,1.5,5,unidirectional,aposteriori unimodality (2024),0.005952380952380952,0.15841584158415842,0
20,0.5,1.5,5,unidirectional,chi-squared (Akhtar et al. 2019),118.55653236217356,1.0862676666549162e-24,1
20,0.5,1.5,5,unidirectional,GMM clustering (Checco/Mignemi),1.0,0.004975124378109453,1
20,0.5,1.5,5,bidirectional,apunim,0.07271197461687973,3.71138426991462e-07,1
20,0.5,1.5,5,bidirectional,Krippendorff delta-alpha,0.037935640783100244,0.004975124378109453,1
20,0.5,1.5,5,bidirectional,aposteriori unimodality (2024),0.0,1.0,0
20,0.5,1.5,5,bidirectional,chi-squared (Akhtar et al. 2019),10.699393314015959,0.03015846549968653,1
20,0.5,1.5,5,bidirectional,GMM clustering (Checco/Mignemi),0.1211453744493392,0.13930348258706468,0
20,0.5,1.5,6,unidirectional,apunim,0.02665921757042085,0.12340543186910191,0
20,0.5,1.5,6,unidirectional,Krippendorff delta-alpha,0.008706925768442064,0.01990049751243781,1
20,0.5,1.5,6,unidirectional,aposteriori unimodality (2024),0.0,1.0,0
20,0.5,1.5,6,unidirectional,chi-squared (Akhtar et al. 2019),158.3785646147145,3.255727100624378e-33,1
20,0.5,1.5,6,unidirectional,GMM clustering (Checco/Mignemi),1.0,0.004975124378109453,1
20,0.5,1.5,6,bidirectional,apunim,0.12641033775790794,2.3611102590580916e-18,1
20,0.5,1.5,6,bidirectional,Krippendorff delta-alpha,0.050862193418724666,0.004975124378109453,1
20,0.5,1.5,6,bidirectional,aposteriori unimodality (2024),0.011111111111111112,0.039603960396039604,1
20,0.5,1.5,6,bidirectional,chi-squared (Akhtar et al. 2019),8.320439457521777,0.08052073363150479,0
20,0.5,1.5,6,bidirectional,GMM clustering (Checco/Mignemi),0.04422332780541736,0.3681592039800995,0
20,0.5,1.5,7,unidirectional,apunim,0.07510912867621945,1.717559815814992e-07,1
20,0.5,1.5,7,unidirectional,Krippendorff delta-alpha,0.02213882446268234,0.004975124378109453,1
20,0.5,1.5,7,unidirectional,aposteriori unimodality (2024),0.005714285714285714,0.38613861386138615,0
20,0.5,1.5,7,unidirectional,chi-squared (Akhtar et al. 2019),192.65657443582703,1.4236246225125062e-40,1
20,0.5,1.5,7,unidirectional,GMM clustering (Checco/Mignemi),1.0,0.004975124378109453,1
20,0.5,1.5,7,bidirectional,apunim,0.07964496957651807,7.863549549194938e-08,1
20,0.5,1.5,7,bidirectional,Krippendorff delta-alpha,0.05656831214637498,0.004975124378109453,1
20,0.5,1.5,7,bidirectional,aposteriori unimodality (2024),0.0,1.0,0
20,0.5,1.5,7,bidirectional,chi-squared (Akhtar et al. 2019),1.5364782063060831,0.8201607603418035,0
20,0.5,1.5,7,bidirectional,GMM clustering (Checco/Mignemi),0.03997779011660189,0.34328358208955223,0
20,0.5,1.5,8,unidirectional,apunim,0.0660006862584977,1.60971547274813e-06,1
20,0.5,1.5,8,unidirectional,Krippendorff delta-alpha,0.010506168420798656,0.01990049751243781,1
20,0.5,1.5,8,unidirectional,aposteriori unimodality (2024),0.0,1.0,0
20,0.5,1.5,8,unidirectional,chi-squared (Akhtar et al. 2019),115.32583602002828,5.317121197572089e-24,1
20,0.5,1.5,8,unidirectional,GMM clustering (Checco/Mignemi),0.6208425720620843,0.009950248756218905,1
20,0.5,1.5,8,bidirectional,apunim,0.10874795320032574,1.8363193279672348e-16,1
20,0.5,1.5,8,bidirectional,Krippendorff delta-alpha,0.06519345786677622,0.004975124378109453,1
20,0.5,1.5,8,bidirectional,aposteriori unimodality (2024),0.0,1.0,0
20,0.5,1.5,8,bidirectional,chi-squared (Akhtar et al. 2019),6.120446992060888,0.19033197861128487,0
20,0.5,1.5,8,bidirectional,GMM clustering (Checco/Mignemi),-0.03980099502487562,1.0,0
20,0.5,1.5,9,unidirectional,apunim,0.029148234902259137,0.07974025943868808,0
20,0.5,1.5,9,unidirectional,Krippendorff delta-alpha,0.010493369182924761,0.01990049751243781,1
20,0.5,1.5,9,unidirectional,aposteriori unimodality (2024),0.0,1.0,0
20,0.5,1.5,9,unidirectional,chi-squared (Akhtar et al. 2019),147.07626764299872,8.613363728752821e-31,1
20,0.5,1.5,9,unidirectional,GMM clustering (Checco/Mignemi),1.0,0.004975124378109453,1
20,0.5,1.5,9,bidirectional,apunim,0.08810502153075858,3.456304150590726e-10,1
20,0.5,1.5,9,bidirectional,Krippendorff delta-alpha,0.055690353378478274,0.004975124378109453,1
20,0.5,1.5,9,bidirectional,aposteriori unimodality (2024),0.0,1.0,0
20,0.5,1.5,9,bidirectional,chi-squared (Akhtar et al. 2019),2.234592592574251,0.6927013303194823,0
20,0.5,1.5,9,bidirectional,GMM clustering (Checco/Mignemi),0.11529933481152993,0.15422885572139303,0
20,0.5,1.5,10,unidirectional,apunim,0.10375396291015962,1.7443746751998237e-12,1
20,0.5,1.5,10,unidirectional,Krippendorff delta-alpha,0.010217251263793192,0.009950248756218905,1
20,0.5,1.5,10,unidirectional,aposteriori unimodality (2024),0.0,1.0,0
20,0.5,1.5,10,unidirectional,chi-squared (Akhtar et al. 2019),137.23330553455457,1.1037722587106814e-28,1
20,0.5,1.5,10,unidirectional,GMM clustering (Checco/Mignemi),1.0,0.004975124378109453,1
20,0.5,1.5,10,bidirectional,apunim,0.05680812184941605,5.072583924795582e-05,1
20,0.5,1.5,10,bidirectional,Krippendorff delta-alpha,0.0488410409022948,0.004975124378109453,1
20,0.5,1.5,10,bidirectional,aposteriori unimodality (2024),0.005681818181818182,0.33663366336633666,0
20,0.5,1.5,10,bidirectional,chi-squared (Akhtar et al. 2019),0.7169233795879236,0.9492256417890078,0
20,0.5,1.5,10,bidirectional,GMM clustering (Checco/Mignemi),-0.03980099502487562,1.0,0
20,0.5,1.5,11,unidirectional,apunim,0.06688691611123308,5.483339515953303e-07,1
20,0.5,1.5,11,unidirectional,Krippendorff delta-alpha,0.014161410026835797,0.004975124378109453,1
20,0.5,1.5,11,unidirectional,aposteriori unimodality (2024),0.0,1.0,0
20,0.5,1.5,11,unidirectional,chi-squared (Akhtar et al. 2019),182.57805462104403,2.0836714897410798e-38,1
20,0.5,1.5,11,unidirectional,GMM clustering (Checco/Mignemi),1.0,0.004975124378109453,1
20,0.5,1.5,11,bidirectional,apunim,0.07638961089697668,1.3349331764989176e-06,1
20,0.5,1.5,11,bidirectional,Krippendorff delta-alpha,0.05051185948896075,0.004975124378109453,1
20,0.5,1.5,11,bidirectional,aposteriori unimodality (2024),0.0,1.0,0
20,0.5,1.5,11,bidirectional,chi-squared (Akhtar et al. 2019),3.20353731960352,0.5243597983209007,0
20,0.5,1.5,11,bidirectional,GMM clustering (Checco/Mignemi),-0.013333333333333334,0.6417910447761194,0
20,0.5,1.5,12,unidirectional,apunim,0.03821348196851522,0.03352316106879878,1
20,0.5,1.5,12,unidirectional,Krippendorff delta-alpha,0.0034912890592667667,0.14427860696517414,0
20,0.5,1.5,12,unidirectional,aposteriori unimodality (2024),0.0,1.0,0
20,0.5,1.5,12,unidirectional,chi-squared (Akhtar et al. 2019),138.91287532132,4.8236198358097997e-29,1
20,0.5,1.5,12,unidirectional,GMM clustering (Checco/Mignemi),1.0,0.004975124378109453,1
20,0.5,1.5,12,bidirectional,apunim,0.0809320866833565,7.782478629156702e-09,1
20,0.5,1.5,12,bidirectional,Krippendorff delta-alpha,0.058062455657002465,0.004975124378109453,1
20,0.5,1.5,12,bidirectional,aposteriori unimodality (2024),0.006024096385542169,0.13861386138613863,0
20,0.5,1.5,12,bidirectional,chi-squared (Akhtar et al. 2019),1.6425200097087043,0.8011304927043634,0
20,0.5,1.5,12,bidirectional,GMM clustering (Checco/Mignemi),-0.004405286343612335,0.6069651741293532,0
20,0.5,1.5,13,unidirectional,apunim,0.061291533201397845,4.434729198439074e-06,1
20,0.5,1.5,13,unidirectional,Krippendorff delta-alpha,0.01583167570487104,0.009950248756218905,1
20,0.5,1.5,13,unidirectional,aposteriori unimodality (2024),0.0,1.0,0
20,0.5,1.5,13,unidirectional,chi-squared (Akhtar et al. 2019),124.5896684818216,5.585544355509208e-26,1
20,0.5,1.5,13,unidirectional,GMM clustering (Checco/Mignemi),1.0,0.004975124378109453,1
20,0.5,1.5,13,bidirectional,apunim,0.0723765453067251,1.7801701450969314e-06,1
20,0.5,1.5,13,bidirectional,Krippendorff delta-alpha,0.03797640946486258,0.004975124378109453,1
20,0.5,1.5,13,bidirectional,aposteriori unimodality (2024),0.0,1.0,0
20,0.5,1.5,13,bidirectional,chi-squared (Akhtar et al. 2019),1.1937155725838244,0.8791322201007419,0
20,0.5,1.5,13,bidirectional,GMM clustering (Checco/Mignemi),-0.011086474501108648,0.6417910447761194,0
20,0.5,1.5,14,unidirectional,apunim,0.08427610888110763,5.7760511134723505e-08,1
20,0.5,1.5,14,unidirectional,Krippendorff delta-alpha,0.01821936762388815,0.004975124378109453,1
20,0.5,1.5,14,unidirectional,aposteriori unimodality (2024),0.0,1.0,0
20,0.5,1.5,14,unidirectional,chi-squared (Akhtar et al. 2019),191.5843322092565,2.4200874538495933e-40,1
20,0.5,1.5,14,unidirectional,GMM clustering (Checco/Mignemi),1.0,0.004975124378109453,1
20,0.5,1.5,14,bidirectional,apunim,0.10272548979761115,1.5792096379122507e-13,1
20,0.5,1.5,14,bidirectional,Krippendorff delta-alpha,0.06353749785773721,0.004975124378109453,1
20,0.5,1.5,14,bidirectional,aposteriori unimodality (2024),0.0,1.0,0
20,0.5,1.5,14,bidirectional,chi-squared (Akhtar et al. 2019),7.878067120050984,0.09614826194678976,0
20,0.5,1.5,14,bidirectional,GMM clustering (Checco/Mignemi),0.11529933481152993,0.16417910447761194,0
20,0.5,1.5,15,unidirectional,apunim,0.07779901453599872,8.71516132410824e-09,1
20,0.5,1.5,15,unidirectional,Krippendorff delta-alpha,0.025626842185070164,0.004975124378109453,1
20,0.5,1.5,15,unidirectional,aposteriori unimodality (2024),0.012738853503184714,0.0297029702970297,1
20,0.5,1.5,15,unidirectional,chi-squared (Akhtar et al. 2019),150.63222925379432,1.490195579549064e-31,1
20,0.5,1.5,15,unidirectional,GMM clustering (Checco/Mignemi),1.0,0.004975124378109453,1
20,0.5,1.5,15,bidirectional,apunim,0.037916832879400994,0.007617068743300528,1
20,0.5,1.5,15,bidirectional,Krippendorff delta-alpha,0.04801652055905459,0.004975124378109453,1
20,0.5,1.5,15,bidirectional,aposteriori unimodality (2024),0.011111111111111112,0.12871287128712872,0
20,0.5,1.5,15,bidirectional,chi-squared (Akhtar et al. 2019),1.2153719029496521,0.8755613078561814,0
20,0.5,1.5,15,bidirectional,GMM clustering (Checco/Mignemi),-0.05321507760532151,1.0,0
20,0.5,1.5,16,unidirectional,apunim,-0.05309262734759578,0.0002800452341646322,1
20,0.5,1.5,16,unidirectional,Krippendorff delta-alpha,0.004429555640215799,0.12437810945273632,0
20,0.5,1.5,16,unidirectional,aposteriori unimodality (2024),0.0,1.0,0
20,0.5,1.5,16,unidirectional,chi-squared (Akhtar et al. 2019),120.97667154593248,3.3040171505213944e-25,1
20,0.5,1.5,16,unidirectional,GMM clustering (Checco/Mignemi),1.0,0.004975124378109453,1
20,0.5,1.5,16,bidirectional,apunim,0.03157166764035069,0.047537063665854425,1
20,0.5,1.5,16,bidirectional,Krippendorff delta-alpha,0.048701245623513634,0.004975124378109453,1
20,0.5,1.5,16,bidirectional,aposteriori unimodality (2024),0.0,1.0,0
20,0.5,1.5,16,bidirectional,chi-squared (Akhtar et al. 2019),4.5156990735885305,0.34069003260746494,0
20,0.5,1.5,16,bidirectional,GMM clustering (Checco/Mignemi),0.21227197346600332,0.06965174129353234,0
20,0.5,1.5,17,unidirectional,apunim,0.04567019042211195,0.0019158549123538772,1
20,0.5,1.5,17,unidirectional,Krippendorff delta-alpha,0.017503174750195694,0.004975124378109453,1
20,0.5,1.5,17,unidirectional,aposteriori unimodality (2024),0.0,1.0,0
20,0.5,1.5,17,unidirectional,chi-squared (Akhtar et al. 2019),124.39572425832372,6.14488950882844e-26,1
20,0.5,1.5,17,unidirectional,GMM clustering (Checco/Mignemi),1.0,0.004975124378109453,1
20,0.5,1.5,17,bidirectional,apunim,0.048330973304778126,0.0007739155962092968,1
20,0.5,1.5,17,bidirectional,Krippendorff delta-alpha,0.04489068166680393,0.004975124378109453,1
20,0.5,1.5,17,bidirectional,aposteriori unimodality (2024),0.0,1.0,0
20,0.5,1.5,17,bidirectional,chi-squared (Akhtar et al. 2019),9.805408958417306,0.04383626452316326,1
20,0.5,1.5,17,bidirectional,GMM clustering (Checco/Mignemi),0.11333333333333333,0.1791044776119403,0
20,0.5,1.5,18,unidirectional,apunim,0.05776766638655367,9.091171297699653e-05,1
20,0.5,1.5,18,unidirectional,Krippendorff delta-alpha,0.01792409084916996,0.004975124378109453,1
20,0.5,1.5,18,unidirectional,aposteriori unimodality (2024),0.0,1.0,0
20,0.5,1.5,18,unidirectional,chi-squared (Akhtar et al. 2019),132.29722198323742,1.256204353719578e-27,1
20,0.5,1.5,18,unidirectional,GMM clustering (Checco/Mignemi),1.0,0.004975124378109453,1
20,0.5,1.5,18,bidirectional,apunim,0.07440727238153398,8.159134485015953e-08,1
20,0.5,1.5,18,bidirectional,Krippendorff delta-alpha,0.05239176099176385,0.004975124378109453,1
20,0.5,1.5,18,bidirectional,aposteriori unimodality (2024),0.0,1.0,0
20,0.5,1.5,18,bidirectional,chi-squared (Akhtar et al. 2019),9.014735961935628,0.06073220555560347,0
20,0.5,1.5,18,bidirectional,GMM clustering (Checco/Mignemi),0.006535947712418301,0.5771144278606966,0
20,0.5,1.5,19,unidirectional,apunim,0.06285502163859781,8.781097574700536e-06,1
20,0.5,1.5,19,unidirectional,Krippendorff delta-alpha,0.010942440951542898,0.029850746268656716,1
20,0.5,1.5,19,unidirectional,aposteriori unimodality (2024),0.0,1.0,0
20,0.5,1.5,19,unidirectional,chi-squared (Akhtar et al. 2019),155.51383019817436,1.3393359900781663e-32,1
20,0.5,1.5,19,unidirectional,GMM clustering (Checco/Mignemi),1.0,0.004975124378109453,1
20,0.5,1.5,19,bidirectional,apunim,0.07169773491656928,3.725815067404529e-07,1
20,0.5,1.5,19,bidirectional,Krippendorff delta-alpha,0.04998801438489936,0.004975124378109453,1
20,0.5,1.5,19,bidirectional,aposteriori unimodality (2024),0.0,1.0,0
20,0.5,1.5,19,bidirectional,chi-squared (Akhtar et al. 2019),2.01249924524963,0.7334597895837973,0
20,0.5,1.5,19,bidirectional,GMM clustering (Checco/Mignemi),-0.004405286343612335,0.6716417910447762,0
20,0.5,1.5,20,unidirectional,apunim,0.11955840514890224,5.1405842573031537e-14,1
20,0.5,1.5,20,unidirectional,Krippendorff delta-alpha,0.021224014985543327,0.004975124378109453,1
20,0.5,1.5,20,unidirectional,aposteriori unimodality (2024),0.0,1.0,0
20,0.5,1.5,20,unidirectional,chi-squared (Akhtar et al. 2019),191.35757799022423,2.7074541207303583e-40,1
20,0.5,1.5,20,unidirectional,GMM clustering (Checco/Mignemi),1.0,0.004975124378109453,1
20,0.5,1.5,20,bidirectional,apunim,0.10519452958613029,4.016309183868378e-10,1
20,0.5,1.5,20,bidirectional,Krippendorff delta-alpha,0.04185766993648976,0.004975124378109453,1
20,0.5,1.5,20,bidirectional,aposteriori unimodality (2024),0.0,1.0,0
20,0.5,1.5,20,bidirectional,chi-squared (Akhtar et al. 2019),8.270335745586001,0.08216257783450333,0
20,0.5,1.5,20,bidirectional,GMM clustering (Checco/Mignemi),-0.034858387799564274,1.0,0
20,0.5,1.5,21,unidirectional,apunim,0.04756943354169223,0.001432280021278048,1
20,0.5,1.5,21,unidirectional,Krippendorff delta-alpha,0.010238239580895259,0.024875621890547265,1
20,0.5,1.5,21,unidirectional,aposteriori unimodality (2024),0.0,1.0,0
20,0.5,1.5,21,unidirectional,chi-squared (Akhtar et al. 2019),189.16864339697904,7.997194789786325e-40,1
20,0.5,1.5,21,unidirectional,GMM clustering (Checco/Mignemi),1.0,0.004975124378109453,1
20,0.5,1.5,21,bidirectional,apunim,0.03231927418127222,0.026717370952184436,1
20,0.5,1.5,21,bidirectional,Krippendorff delta-alpha,0.060487918133957486,0.004975124378109453,1
20,0.5,1.5,21,bidirectional,aposteriori unimodality (2024),0.0,1.0,0
20,0.5,1.5,21,bidirectional,chi-squared (Akhtar et al. 2019),2.1891615855705115,0.7010140436976013,0
20,0.5,1.5,21,bidirectional,GMM clustering (Checco/Mignemi),0.006535947712418301,0.5373134328358209,0
20,0.5,1.5,22,unidirectional,apunim,0.0853405880173692,3.5503872639358535e-09,1
20,0.5,1.5,22,unidirectional,Krippendorff delta-alpha,0.015695298553787818,0.009950248756218905,1
20,0.5,1.5,22,unidirectional,aposteriori unimodality (2024),0.0,1.0,0
20,0.5,1.5,22,unidirectional,chi-squared (Akhtar et al. 2019),162.00036436496495,5.443555589171728e-34,1
20,0.5,1.5,22,unidirectional,GMM clustering (Checco/Mignemi),1.0,0.004975124378109453,1
20,0.5,1.5,22,bidirectional,apunim,0.0490460083951823,0.0009397034012442894,1
20,0.5,1.5,22,bidirectional,Krippendorff delta-alpha,0.04526543961932611,0.004975124378109453,1
20,0.5,1.5,22,bidirectional,aposteriori unimodality (2024),0.005780346820809248,0.3465346534653465,0
20,0.5,1.5,22,bidirectional,chi-squared (Akhtar et al. 2019),11.923436417076752,0.017929786558045877,1
20,0.5,1.5,22,bidirectional,GMM clustering (Checco/Mignemi),0.13071895424836602,0.08955223880597014,0
20,0.5,1.5,23,unidirectional,apunim,0.08780841641451945,4.8034513285055935e-09,1
20,0.5,1.5,23,unidirectional,Krippendorff delta-alpha,0.02938674120704793,0.004975124378109453,1
20,0.5,1.5,23,unidirectional,aposteriori unimodality (2024),0.0,1.0,0
20,0.5,1.5,23,unidirectional,chi-squared (Akhtar et al. 2019),188.28399082570593,1.238862572153818e-39,1
20,0.5,1.5,23,unidirectional,GMM clustering (Checco/Mignemi),1.0,0.004975124378109453,1
20,0.5,1.5,23,bidirectional,apunim,0.04959773587115605,0.00029590809655504516,1
20,0.5,1.5,23,bidirectional,Krippendorff delta-alpha,0.05783377246872595,0.004975124378109453,1
20,0.5,1.5,23,bidirectional,aposteriori unimodality (2024),0.0,1.0,0
20,0.5,1.5,23,bidirectional,chi-squared (Akhtar et al. 2019),6.480488168532626,0.16602394573130477,0
20,0.5,1.5,23,bidirectional,GMM clustering (Checco/Mignemi),0.03997779011660189,0.3333333333333333,0
20,0.5,1.5,24,unidirectional,apunim,0.08683214949784013,2.9009827116285124e-11,1
20,0.5,1.5,24,unidirectional,Krippendorff delta-alpha,0.02063815442743716,0.004975124378109453,1
20,0.5,1.5,24,unidirectional,aposteriori unimodality (2024),0.0,1.0,0
20,0.5,1.5,24,unidirectional,chi-squared (Akhtar et al. 2019),137.7899687660396,8.389468810817382e-29,1
20,0.5,1.5,24,unidirectional,GMM clustering (Checco/Mignemi),1.0,0.004975124378109453,1
20,0.5,1.5,24,bidirectional,apunim,0.09384229599483185,1.950409413400072e-10,1
20,0.5,1.5,24,bidirectional,Krippendorff delta-alpha,0.05511781834979079,0.004975124378109453,1
20,0.5,1.5,24,bidirectional,aposteriori unimodality (2024),0.0,1.0,0
20,0.5,1.5,24,bidirectional,chi-squared (Akhtar et al. 2019),1.6987594724704753,0.7909429552483156,0
20,0.5,1.5,24,bidirectional,GMM clustering (Checco/Mignemi),0.0,1.0,0
20,0.5,1.5,25,unidirectional,apunim,0.08822820401592714,2.622847442173427e-10,1
20,0.5,1.5,25,unidirectional,Krippendorff delta-alpha,0.010296522112405171,0.009950248756218905,1
20,0.5,1.5,25,unidirectional,aposteriori unimodality (2024),0.0,1.0,0
20,0.5,1.5,25,unidirectional,chi-squared (Akhtar et al. 2019),171.26501919000262,5.5969896874201666e-36,1
20,0.5,1.5,25,unidirectional,GMM clustering (Checco/Mignemi),1.0,0.004975124378109453,1
20,0.5,1.5,25,bidirectional,apunim,0.0455389619252639,0.0037620059172614965,1
20,0.5,1.5,25,bidirectional,Krippendorff delta-alpha,0.0500059484358355,0.004975124378109453,1
20,0.5,1.5,25,bidirectional,aposteriori unimodality (2024),0.0,1.0,0
20,0.5,1.5,25,bidirectional,chi-squared (Akhtar et al. 2019),0.9546173858877104,0.9165976128440182,0
20,0.5,1.5,25,bidirectional,GMM clustering (Checco/Mignemi),-0.05321507760532151,1.0,0
20,0.5,1.5,26,unidirectional,apunim,0.05754853621738884,0.00015733852260378358,1
20,0.5,1.5,26,unidirectional,Krippendorff delta-alpha,0.013219474999564107,0.01990049751243781,1
20,0.5,1.5,26,unidirectional,aposteriori unimodality (2024),0.005780346820809248,0.2079207920792079,0
20,0.5,1.5,26,unidirectional,chi-squared (Akhtar et al. 2019),117.82236836724016,1.5584959945899888e-24,1
20,0.5,1.5,26,unidirectional,GMM clustering (Checco/Mignemi),1.0,0.004975124378109453,1
20,0.5,1.5,26,bidirectional,apunim,0.10225786698326485,1.0559418358102781e-12,1
20,0.5,1.5,26,bidirectional,Krippendorff delta-alpha,0.05764395577679571,0.004975124378109453,1
20,0.5,1.5,26,bidirectional,aposteriori unimodality (2024),0.0058823529411764705,0.26732673267326734,0
20,0.5,1.5,26,bidirectional,chi-squared (Akhtar et al. 2019),2.807082024312553,0.5906108489707164,0
20,0.5,1.5,26,bidirectional,GMM clustering (Checco/Mignemi),-0.04441976679622432,1.0,0
20,0.5,1.5,27,unidirectional,apunim,0.05398516666333494,0.0005685642827970898,1
20,0.5,1.5,27,unidirectional,Krippendorff delta-alpha,0.02115295635994413,0.004975124378109453,1
20,0.5,1.5,27,unidirectional,aposteriori unimodality (2024),0.0,1.0,0
20,0.5,1.5,27,unidirectional,chi-squared (Akhtar et al. 2019),172.66799595260778,2.797721111269427e-36,1
20,0.5,1.5,27,unidirectional,GMM clustering (Checco/Mignemi),1.0,0.004975124378109453,1
20,0.5,1.5,27,bidirectional,apunim,0.09734650129983584,4.1334482290920554e-10,1
20,0.5,1.5,27,bidirectional,Krippendorff delta-alpha,0.05162484796286615,0.004975124378109453,1
20,0.5,1.5,27,bidirectional,aposteriori unimodality (2024),0.011695906432748537,0.039603960396039604,1
20,0.5,1.5,27,bidirectional,chi-squared (Akhtar et al. 2019),3.455553066497452,0.4846687008021202,0
20,0.5,1.5,27,bidirectional,GMM clustering (Checco/Mignemi),-0.017306652244456464,1.0,0
20,0.5,1.5,28,unidirectional,apunim,-0.022085480561588555,0.23390337459168348,0
20,0.5,1.5,28,unidirectional,Krippendorff delta-alpha,-0.0011142546732814673,0.4527363184079602,0
20,0.5,1.5,28,unidirectional,aposteriori unimodality (2024),0.0,1.0,0
20,0.5,1.5,28,unidirectional,chi-squared (Akhtar et al. 2019),151.31290496589253,1.0650472695870733e-31,1
20,0.5,1.5,28,unidirectional,GMM clustering (Checco/Mignemi),1.0,0.004975124378109453,1
20,0.5,1.5,28,bidirectional,apunim,0.08016107259879013,3.6828497495413116e-07,1
20,0.5,1.5,28,bidirectional,Krippendorff delta-alpha,0.0574599836893907,0.004975124378109453,1
20,0.5,1.5,28,bidirectional,aposteriori unimodality (2024),0.012048192771084338,0.0594059405940594,0
20,0.5,1.5,28,bidirectional,chi-squared (Akhtar et al. 2019),4.535479735034324,0.33836120725565383,0
20,0.5,1.5,28,bidirectional,GMM clustering (Checco/Mignemi),-0.04441976679622432,1.0,0
20,0.5,1.5,29,unidirectional,apunim,0.0920985288740081,7.079584074699078e-11,1
20,0.5,1.5,29,unidirectional,Krippendorff delta-alpha,0.012888346497803627,0.004975124378109453,1
20,0.5,1.5,29,unidirectional,aposteriori unimodality (2024),0.0,1.0,0
20,0.5,1.5,29,unidirectional,chi-squared (Akhtar et al. 2019),139.51132337683916,3.5913873114923034e-29,1
20,0.5,1.5,29,unidirectional,GMM clustering (Checco/Mignemi),1.0,0.004975124378109453,1
20,0.5,1.5,29,bidirectional,apunim,0.06186383304885729,6.431854950906775e-06,1
20,0.5,1.5,29,bidirectional,Krippendorff delta-alpha,0.05735148237847015,0.004975124378109453,1
20,0.5,1.5,29,bidirectional,aposteriori unimodality (2024),0.005780346820809248,0.26732673267326734,0
20,0.5,1.5,29,bidirectional,chi-squared (Akhtar et al. 2019),14.070202996495357,0.007074334757217417,1
20,0.5,1.5,29,bidirectional,GMM clustering (Checco/Mignemi),0.7995558023320377,0.004975124378109453,1
20,0.5,1.5,30,unidirectional,apunim,0.06261798441638454,1.1867569703419604e-05,1
20,0.5,1.5,30,unidirectional,Krippendorff delta-alpha,0.019771503625789888,0.004975124378109453,1
20,0.5,1.5,30,unidirectional,aposteriori unimodality (2024),0.0,1.0,0
20,0.5,1.5,30,unidirectional,chi-squared (Akhtar et al. 2019),114.85922723807667,6.68757586627724e-24,1
20,0.5,1.5,30,unidirectional,GMM clustering (Checco/Mignemi),1.0,0.004975124378109453,1
20,0.5,1.5,30,bidirectional,apunim,0.07589224533963801,7.571710580127037e-07,1
20,0.5,1.5,30,bidirectional,Krippendorff delta-alpha,0.06097800441619228,0.004975124378109453,1
20,0.5,1.5,30,bidirectional,aposteriori unimodality (2024),0.0,1.0,0
20,0.5,1.5,30,bidirectional,chi-squared (Akhtar et al. 2019),1.0481882846559083,0.9024031443713812,0
20,0.5,1.5,30,bidirectional,GMM clustering (Checco/Mignemi),-0.004405286343612335,0.6567164179104478,0
20,0.5,1.5,31,unidirectional,apunim,0.05933340640228872,0.0001241352759123789,1
20,0.5,1.5,31,unidirectional,Krippendorff delta-alpha,0.01814793876356091,0.009950248756218905,1
20,0.5,1.5,31,unidirectional,aposteriori unimodality (2024),0.005813953488372093,0.18811881188118812,0
20,0.5,1.5,31,unidirectional,chi-squared (Akhtar et al. 2019),137.3170667419643,1.0591370189391912e-28,1
20,0.5,1.5,31,unidirectional,GMM clustering (Checco/Mignemi),1.0,0.004975124378109453,1
20,0.5,1.5,31,bidirectional,apunim,0.0810883261507682,1.7433042303701259e-07,1
20,0.5,1.5,31,bidirectional,Krippendorff delta-alpha,0.05148754436684849,0.004975124378109453,1
20,0.5,1.5,31,bidirectional,aposteriori unimodality (2024),0.0,1.0,0
20,0.5,1.5,31,bidirectional,chi-squared (Akhtar et al. 2019),13.72937542342459,0.008210800296039525,1
20,0.5,1.5,31,bidirectional,GMM clustering (Checco/Mignemi),0.006535947712418301,0.572139303482587,0
20,0.5,1.5,32,unidirectional,apunim,0.07409786306063353,4.416077615260499e-07,1
20,0.5,1.5,32,unidirectional,Krippendorff delta-alpha,0.0233067077729871,0.004975124378109453,1
20,0.5,1.5,32,unidirectional,aposteriori unimodality (2024),0.0,1.0,0
20,0.5,1.5,32,unidirectional,chi-squared (Akhtar et al. 2019),168.95428526572218,1.753448858001195e-35,1
20,0.5,1.5,32,unidirectional,GMM clustering (Checco/Mignemi),1.0,0.004975124378109453,1
20,0.5,1.5,32,bidirectional,apunim,0.050871853537953114,0.0005211961956671175,1
20,0.5,1.5,32,bidirectional,Krippendorff delta-alpha,0.050747084786737284,0.004975124378109453,1
20,0.5,1.5,32,bidirectional,aposteriori unimodality (2024),0.0,1.0,0
20,0.5,1.5,32,bidirectional,chi-squared (Akhtar et al. 2019),6.509803984169906,0.16417370023046393,0
20,0.5,1.5,32,bidirectional,GMM clustering (Checco/Mignemi),0.0526027397260274,0.29850746268656714,0
20,0.5,1.5,33,unidirectional,apunim,0.05178592544845071,0.0013274632130895136,1
20,0.5,1.5,33,unidirectional,Krippendorff delta-alpha,0.009780027838001193,0.024875621890547265,1
20,0.5,1.5,33,unidirectional,aposteriori unimodality (2024),0.0,1.0,0
20,0.5,1.5,33,unidirectional,chi-squared (Akhtar et al. 2019),114.45429856210234,8.160004163971211e-24,1
