sample_size,standard_deviation
3,0.37317423519985216
3,0.38203975201063095
3,0.3750417397951079
3,0.3769630393242499
3,0.39388802280330304
3,0.37798164139890933
3,0.367370130866895
3,0.38398346821725976
3,0.37857443367164634
3,0.38054451891807156
3,0.36689397121366063
3,0.3648243139255961
3,0.3801481021160766
3,0.372247040979437
3,0.37898063118926645
3,0.38392288223476584
3,0.38214608530726046
3,0.3749937807381597
3,0.3839276954605538
3,0.38333284917238264
3,0.37792940578307027
3,0.37418001518077326
3,0.3900926257676485
3,0.3681039990246443
3,0.371202323997477
3,0.37680612141697045
3,0.3692032956143525
3,0.3731847681697713
3,0.3891709318937352
3,0.3829852036847807
3,0.390432060579774
3,0.3724656979258524
3,0.37622720842500157
3,0.38114451300900004
3,0.37845364616913413
3,0.37131319230886495
3,0.37641129806283363
3,0.3770693078533744
3,0.3881902115267926
3,0.3914141627555022
3,0.36657089163541207
3,0.3748347394218957
3,0.3888261141425268
3,0.3820325419676248
3,0.3861532360222157
3,0.3758596916087861
3,0.37496053262359974
3,0.3708684968725043
3,0.38133464290820085
3,0.3775505140211187
3,0.36619021410481833
3,0.36864692064698373
3,0.37482410910120917
3,0.3836275496523942
3,0.374704493510918
3,0.38459888840751044
3,0.3929598330483061
3,0.3755892481358969
3,0.3992341442455603
3,0.3868940754027699
3,0.3695396891539882
3,0.3806416645194848
3,0.3817037722764175
3,0.36850918591175663
3,0.37050333501952765
3,0.3778918033617264
3,0.37557031909148025
3,0.3875473641960232
3,0.38875871793030814
3,0.3788556728628716
3,0.37581592173588624
3,0.3823608459932237
3,0.3791428982248538
3,0.371581028542238
3,0.37497216035630904
3,0.3685089481006908
3,0.3769923732973515
3,0.3798001276371084
3,0.37439680877455817
3,0.380181455786749
3,0.3843870462347781
3,0.3806717028504819
3,0.38767992965966275
3,0.3724850890315197
3,0.3742332775049331
3,0.3754573517105732
3,0.37878860062455727
3,0.38265949041382313
3,0.37788382952772326
3,0.3794121812314855
3,0.3793196708547476
3,0.3868357896630807
3,0.38191585940914163
3,0.38834365199059234
3,0.3741291941190156
3,0.3777522586855688
3,0.3798454250026037
3,0.38642388675131756
3,0.3759558612154675
3,0.38113978772833523
3,0.3701079711971663
3,0.3761060217591479
3,0.3742597156328053
3,0.369308359367246
3,0.3804554811135601
3,0.3811195059429749
3,0.38081899221361976
3,0.37098888484369485
3,0.3852784143991647
3,0.3747663906319577
3,0.3841560020557056
3,0.36334178829218805
3,0.38587743143109776
3,0.38924763671049223
3,0.3855293892666983
3,0.3738697010867946
3,0.3749169840169197
3,0.381407118376006
3,0.37453127837899813
3,0.36927501449781136
3,0.3616469649502765
3,0.3823658493477438
3,0.3763062863539634
3,0.3843040084339049
3,0.3804859250966707
3,0.3813406269618228
3,0.3906598549783822
3,0.36743402288844373
3,0.3755351117781209
3,0.39579025615913677
3,0.38635455478899566
3,0.3711158958186928
3,0.3842639215275571
3,0.3778098795828518
3,0.3675921016449148
3,0.3810707126076533
3,0.3724850890315197
3,0.35901851482513203
3,0.3825310060257323
3,0.36642004098407066
3,0.37569952542366325
3,0.3704602261007626
3,0.38402172352101727
3,0.36758196200104065
3,0.37880284387483387
3,0.3781137446115894
3,0.3753026853632118
3,0.3805803017603921
3,0.37536073576983364
3,0.37411258875684744
3,0.38178946406082565
3,0.38690172229675907
3,0.37259035053643447
3,0.38222439694153026
3,0.37005327529684356
3,0.37893046316143497
3,0.3702284580734295
3,0.3634923614501124
3,0.37510210960862145
3,0.3756422666306034
3,0.3816621651917037
3,0.377227452283676
3,0.38525866345374193
3,0.3843802103321337
3,0.3862011395387253
3,0.37840732288848666
3,0.3923125670034313
3,0.38853658279824893
3,0.36307622548838164
3,0.376759549479809
3,0.36835998810881543
3,0.3828356582878931
3,0.38317888208442047
3,0.3655446288834618
3,0.3906959596111589
3,0.382342187933195
3,0.3873190450665057
3,0.3903681719256869
3,0.3662239831499179
3,0.38150008621224896
3,0.37873062189949774
3,0.3854863087704985
3,0.38309024939638453
3,0.38588609019101866
3,0.369107444649408
3,0.3673741811753398
3,0.3693171082900725
3,0.3785079801702805
3,0.3843757900391127
3,0.36497856341633783
3,0.37496400485411957
3,0.38962042105392525
3,0.3868415361704663
3,0.38628593548504475
3,0.38021059514202227
3,0.37976764981327166
