sample_size,standard_deviation
3,0.23079397688474693
3,0.25520228276448687
3,0.20391633823195054
3,0.23267100232515311
3,0.2183842301262977
3,0.2382172792401872
3,0.22887530220354685
3,0.2288122276573324
3,0.21950969037702248
3,0.23716422794382525
3,0.2244343621516361
3,0.23055017363937783
3,0.2413302428967981
3,0.2523264518086625
3,0.22628687721280263
3,0.2398156827057991
3,0.21957517341601374
3,0.24947121258418153
3,0.24627635283666763
3,0.24162961780760636
3,0.2443163388635741
3,0.22107278445837064
3,0.24908270113704242
3,0.2228459726288351
3,0.2475702269151899
3,0.23321883637696508
3,0.22679834482833042
3,0.2181716663603265
3,0.2430317117382137
3,0.24487512859256977
3,0.24638507087256123
3,0.20703502630340806
3,0.24478232957769583
3,0.21071414876245914
3,0.23884254031349317
3,0.231518151911431
3,0.23594949217114664
3,0.23885421038338128
3,0.23461816871847882
3,0.2379393556778323
3,0.22827411994380223
3,0.24288832118450096
3,0.23330574312571178
3,0.2295543049222463
3,0.24686839222169293
3,0.21779315479658845
3,0.23376464937956418
3,0.2408985193138617
3,0.22677898055528958
3,0.21193754728590108
3,0.23514299841331002
3,0.2284701010775482
3,0.23308463464944912
3,0.23390762764665435
3,0.22027214021896915
3,0.20616503857246424
3,0.24418099603782623
3,0.220976414668679
3,0.22915588296968242
3,0.2256701003185379
3,0.24072648442201255
3,0.2273102392093159
3,0.22773532671642796
3,0.2323212398874825
3,0.24053826486566823
3,0.24155370222879066
3,0.2459146175532526
3,0.25066367839362286
3,0.24549512651549138
3,0.231168991576777
3,0.2253467722838218
3,0.22598258911210106
3,0.20835298838639435
3,0.24332131984493954
3,0.22395044694027694
3,0.21451706959527433
3,0.23538886197647624
3,0.2357096780144878
3,0.25530236380326077
3,0.25038665622824896
3,0.23723598692451991
3,0.23082139170761282
3,0.21794406335823094
3,0.20056770604738944
3,0.2225314865532222
3,0.23147443412675056
3,0.24115097448035086
3,0.24602172112582252
3,0.22395176114999005
3,0.23595939997213702
3,0.2418648158426126
3,0.24205412249713446
3,0.2476735905018088
3,0.22081724663226918
3,0.23334601496666477
3,0.22131828230533576
3,0.24498897309601586
3,0.2319280197245701
3,0.23479180263468225
3,0.22489119475273764
3,0.24246571530880107
3,0.23131711997663726
3,0.254486781202337
3,0.2354108933557969
3,0.24364119415065222
3,0.26269864376799457
3,0.22729442738205544
3,0.24001133182150422
3,0.25235321078774015
3,0.2424657153088011
3,0.24622646072117635
3,0.23089749017628972
3,0.2234610894824635
3,0.2511592880765524
3,0.22182469855442366
3,0.2318224395443932
3,0.22637344309994617
