Dataset,Model,PC Dimension,F,p_raw,n_prompts_compared,n_total_obs,cohens_d_stereotype_vs_default,cohens_d_persona_vs_default,cohens_d_single_vs_default,cohens_d_direct_vs_default,p_corrected,reject_null
Kumar et al. 2021,qwen32b,Age: 6) 65 or older,3.569303929737367,0.006545647801467651,5,2944,0.03931358145140268,0.185343248871102,0.15028690600027986,0.12221337972767059,0.3992845158895267,False
Kumar et al. 2021,qwen32b,Age: Prefer not to say,2.0750422540948263,0.08149730441455165,5,2710,-0.03887343426418961,0.09466845993424017,0.1050177544931057,0.07975817134905314,1.0,False
Kumar et al. 2021,qwen32b,Age: Under 18,4.2264343368704,0.002058049596297234,5,2734,-0.007377412101560565,0.13071818073354402,0.18408732903063801,0.02268175563393732,0.19139861245564277,False
Kumar et al. 2021,qwen32b,Education: 1) No high school,1.3370314690558243,0.25374220504091355,5,2454,0.04863776807265239,0.11896577135067772,0.12454764412699529,0.10448201857457197,1.0,False
Kumar et al. 2021,qwen32b,Education: 2) High School graduate,2.2899447807389635,0.05756472224483587,5,2289,-0.011657296317302706,0.1520367121358369,0.11135561713172332,0.07327855811337845,1.0,False
Kumar et al. 2021,qwen32b,"Education: 3) College, no degree",2.7796335386646422,0.025508997697572162,5,2220,-0.02202999149010946,0.10701625377559028,0.15588384712483316,0.13594090002582254,0.6766426441699741,False
Kumar et al. 2021,qwen32b,Education: 4) Associate degree,2.2113864630333726,0.06542377275567847,5,2330,0.0038313388983740064,0.06355355123407579,0.11613489816590919,0.1547056752200177,1.0,False
Kumar et al. 2021,qwen32b,Education: 5) Bachelor's degree,3.1118888144430814,0.01448633611975223,5,2360,0.0,0.15666709684950725,0.16812631656108165,0.11375070217966146,0.5939397809098415,False
Kumar et al. 2021,qwen32b,Education: 6) Master's degree,2.0038980588251065,0.09138377200259622,5,2345,-0.027651157889530598,0.08406152664419597,0.1272913307441527,0.09635748071924062,1.0,False
Kumar et al. 2021,qwen32b,Education: 7) Professional degree,3.4295346419832033,0.008373473888248733,5,2379,0.09837804915866834,0.21622625907484522,0.1672374381149174,0.1860055897109212,0.46054106385368027,False
Kumar et al. 2021,qwen32b,Education: 8) Doctoral degree,5.6242152976023,0.0001669752091477649,5,2323,-0.012625636123596679,0.17450986718326061,0.24074980356563536,0.13708304424765405,0.02496237086065634,True
Kumar et al. 2021,qwen32b,Education: Other,1.2802859623007525,0.27542510487396676,5,2374,0.08765853987599037,0.10802770899542989,0.14405619503356207,0.11534791469045891,1.0,False
Kumar et al. 2021,qwen32b,Education: Prefer not to say,2.003389163348506,0.09143259660041399,5,2515,0.0019094690919473254,0.0673722613866045,0.15082771876210627,0.06326396488416651,1.0,False
Kumar et al. 2021,qwen32b,Ethnicity: Asian,4.4699217774806606,0.0013300918787053737,5,3064,0.05106605569495834,0.11382178910181079,0.22203945782444132,0.11907466371948534,0.13832955538535888,False
Kumar et al. 2021,qwen32b,Ethnicity: Black,3.3121574103149687,0.010236024527619562,5,2904,0.0453395110529968,0.12596949647527778,0.18041472938700406,0.16080387633902765,0.5015652018533585,False
Kumar et al. 2021,qwen32b,Ethnicity: Hispanic,4.325543387356678,0.0017213615276257333,5,3055,0.001584187229513138,0.1426451999630786,0.16033108685713707,0.16836520780449676,0.17102216430297132,False
Kumar et al. 2021,qwen32b,Ethnicity: Multiracial,3.1621721241679004,0.01325354456084256,5,3009,-0.0699152819590054,0.10080437773644585,0.11119955706887308,0.04127582876024479,0.5699024161162302,False
Kumar et al. 2021,qwen32b,Ethnicity: Other,2.8863557568533804,0.021232644892197252,5,3089,0.0578909599078342,0.17038938757245262,0.1455468278597844,0.07972169319102788,0.6766426441699741,False
Kumar et al. 2021,qwen32b,Ethnicity: Unknown,3.615876220797957,0.006032590315631007,5,3000,0.04198378508213837,0.15064964544035966,0.19290296686282554,0.10145697340750479,0.3800531898847534,False
Kumar et al. 2021,qwen32b,Ethnicity: White,2.8905738089530755,0.02108231085158917,5,3065,-0.043954777779688405,0.12419379940238248,0.09394163571323694,0.05830252953375583,0.6766426441699741,False
Kumar et al. 2021,qwen32b,Gender: Female,3.964428696187533,0.0032538188172273933,5,4184,-0.003607328017540037,0.12722694452402955,0.14200248377326694,0.09815378561150097,0.2667377075253879,False
Kumar et al. 2021,qwen32b,Gender: Male,3.044072084508011,0.016192045655511505,5,4099,0.04383597746426715,0.10926559190182279,0.15721536255525909,0.11720577721225016,0.6290154210255748,False
Kumar et al. 2021,qwen32b,Gender: Nonbinary,2.849140120526689,0.022578600420248875,5,4009,-0.015986544655311786,0.10706964216247061,0.113428839161222,0.06567523314570294,0.6766426441699741,False
Kumar et al. 2021,qwen32b,Gender: Unknown,3.9113216416278123,0.0035747474607232383,5,4123,0.03983887475415735,0.13344777651313205,0.1663064550714336,0.12978455137809672,0.28240504939713584,False
Kumar et al. 2021,qwen32b,Has Been Targeted: False,4.509595790290189,0.0012290995380945364,5,4919,0.021863613589404862,0.12728455391494736,0.15429452202473354,0.11992739798981181,0.13057595048952375,False
Kumar et al. 2021,qwen32b,Has Been Targeted: True,4.958658261045736,0.0005472724244046689,5,4889,0.01617625472564818,0.13025694324624554,0.16375395424967487,0.11244404448447426,0.07059814274820228,False
Kumar et al. 2021,qwen32b,Is Parent: No,3.6825260871200935,0.005343595057665631,5,4514,-0.009847025341187225,0.1118299982119082,0.1308463518055099,0.08365692410329342,0.3633644639212629,False
Kumar et al. 2021,qwen32b,Is Parent: Prefer not to say,4.514149163956559,0.0012203359858833996,5,4569,-0.0020677419218024014,0.121184067361697,0.1492040270363979,0.111980229001621,0.13057595048952375,False
Kumar et al. 2021,qwen32b,Is Parent: Yes,5.078283886606299,0.000441330173920466,5,4489,0.015562406859453646,0.13446298705205398,0.1751379809971295,0.10655958208457517,0.05869691313142198,False
Kumar et al. 2021,qwen32b,Is Transgender: No,3.799223575688253,0.004352062101749282,5,4534,0.018749680064418222,0.1223995525961089,0.1511334626975401,0.07897154668611757,0.3199180300308043,False
Kumar et al. 2021,qwen32b,Is Transgender: Prefer not to say,3.527802818204523,0.007006743573369337,5,4474,0.01843928059900017,0.13061022417807291,0.1350871372210782,0.10122003748518983,0.42040461440216026,False
Kumar et al. 2021,qwen32b,Is Transgender: Yes,4.533309254167992,0.001179287566410728,5,4520,0.019285628663551376,0.12237926740579264,0.16431703294543962,0.12435089636594775,0.12736305717235863,False
Kumar et al. 2021,qwen32b,Political Affiliation: Conservative,3.6053360504728,0.006128093861351518,5,3789,-0.032441988123386535,0.10957258734030266,0.12277148118689325,0.09719137792532923,0.3800531898847534,False
Kumar et al. 2021,qwen32b,Political Affiliation: Independent,2.422240104716076,0.04619578375558861,5,3749,0.033630344552146245,0.11028307111391103,0.13203679935488133,0.11597997386359675,1.0,False
Kumar et al. 2021,qwen32b,Political Affiliation: Liberal,4.925220042650993,0.0005847144169401833,5,3614,0.02047821742840865,0.16598611359432647,0.18546465818803207,0.11805155854772943,0.07484344536834346,False
Kumar et al. 2021,qwen32b,Political Affiliation: Other,4.458464344290663,0.001353402915140979,5,3609,0.0501119978497833,0.14793385324792643,0.18969423284453954,0.15659130245259825,0.13940050025952083,False
Kumar et al. 2021,qwen32b,Political Affiliation: Prefer not to say,4.149029897097767,0.0023499351921865107,5,3624,0.03643595980012843,0.11360827155330178,0.18168654843424334,0.1507439707914126,0.20914423210459945,False
Kumar et al. 2021,qwen32b,Religion Important: 1) No,3.8821316579851475,0.0037704180692337296,5,3570,-0.013076640843517486,0.13535691041423922,0.14457328690204102,0.05501246139888502,0.2903221913309972,False
Kumar et al. 2021,qwen32b,Religion Important: 2) Not very,3.636087218465323,0.0058081363018702755,5,3714,0.04113635475034541,0.1611273247953834,0.1458135115363937,0.13377225085052677,0.37172072331969763,False
Kumar et al. 2021,qwen32b,Religion Important: 3) Somewhat,3.9050074381452347,0.0036197588679821612,5,3684,0.01607540984984863,0.14133732558271533,0.14905348167733448,0.1386084507853275,0.28240504939713584,False
Kumar et al. 2021,qwen32b,Religion Important: 4) Very,3.336512304998128,0.009787306904384585,5,3804,0.006283785060047484,0.1223337634523138,0.14158429036409517,0.108972860373403,0.49915265212361387,False
Kumar et al. 2021,qwen32b,Religion Important: Prefer not to say,2.94669168659608,0.019135226116034805,5,3734,0.0036313129894953934,0.042779735897139785,0.13974193158944864,0.10528347062637985,0.6700076387209251,False
Kumar et al. 2021,qwen32b,Seen Toxicity: False,4.49023455257305,0.0012725289256447776,5,4919,0.017049893864793896,0.12864835221016238,0.15232398812835565,0.11061677885316094,0.13361553719270164,False
Kumar et al. 2021,qwen32b,Seen Toxicity: True,4.571234565240733,0.0011003908988142538,5,4909,0.018257202898792194,0.13087446615615933,0.1557847883357163,0.10342893052033207,0.12104299886956792,False
Kumar et al. 2021,qwen32b,Sexual Orientation: Bisexual,3.679395890058048,0.0053835628949361015,5,3715,-0.01894491971242733,0.08967230534046206,0.15114494492329136,0.0945220988233033,0.3633644639212629,False
Kumar et al. 2021,qwen32b,Sexual Orientation: Heterosexual,4.655913752573923,0.0009494231207115578,5,3694,0.059022223268759076,0.18035633502835757,0.18255111128334198,0.1516084208030471,0.1082342357611176,False
Kumar et al. 2021,qwen32b,Sexual Orientation: Homosexual,4.779190345265636,0.0007606993162992254,5,3660,0.02928196868555877,0.1589365421093023,0.18528748984774365,0.14216040170244512,0.09146292970673327,False
Kumar et al. 2021,qwen32b,Sexual Orientation: Other,2.7101515878679368,0.028572843028598617,5,3649,0.009513380386346883,0.12072659175545296,0.12516107978452518,0.1056476884094965,0.7143210757149654,False
Kumar et al. 2021,qwen32b,Sexual Orientation: Prefer not to say,3.830926483865779,0.004125143424013502,5,3674,-0.005323631860684948,0.12452298436743317,0.1546055462373605,0.09970869071740458,0.30938575680101266,False
Kumar et al. 2021,qwen32b,Technology Impact: 1) Very negative,4.7881688618321965,0.0007486283416595273,5,3628,0.0054939047891650935,0.15730157280983315,0.16515313497722253,0.1380783575814209,0.09146292970673327,False
Kumar et al. 2021,qwen32b,Technology Impact: 2) Somewhat negative,2.9592213439537596,0.018729260575958147,5,3779,0.024335629242431177,0.13316716731408604,0.14058913294922182,0.09232638700644676,0.6700076387209251,False
Kumar et al. 2021,qwen32b,Technology Impact: 3) Neutral,3.975417861968715,0.0031954314768967524,5,3754,-0.05154431242918461,0.07887338675767551,0.12799785717880366,0.10149531261406562,0.2667377075253879,False
Kumar et al. 2021,qwen32b,Technology Impact: 4) Somewhat positive,3.7139097804270067,0.005065620964897238,5,3819,0.023136731716049016,0.12751245762327276,0.16162759511451247,0.12551724197746367,0.3495278465779095,False
Kumar et al. 2021,qwen32b,Technology Impact: 5) Very positive,3.1259352714427973,0.01408117265482736,5,3675,0.04132777681882398,0.12959823410030943,0.1549155734401217,0.1342373584461303,0.5914092515027491,False
Kumar et al. 2021,qwen32b,Toxicity Problem: 1) Never,4.693733001491142,0.0008870135642030541,5,3695,-0.0555846349427288,0.10734921420892801,0.14144512125877057,0.09301674604011466,0.10289357344755429,False
Kumar et al. 2021,qwen32b,Toxicity Problem: 2) Rarely,2.809387918448555,0.024164228906069042,5,3679,-0.012271028903585248,0.055592879286710147,0.13608307168029793,0.09148307007040106,0.6766426441699741,False
Kumar et al. 2021,qwen32b,Toxicity Problem: 3) Occasionally,3.4571137876397424,0.007940859207875491,5,3629,0.013712610056174102,0.13272200114473515,0.15634819676428632,0.10000222729334524,0.4502954633295153,False
Kumar et al. 2021,qwen32b,Toxicity Problem: 4) Frequently,3.979194714438242,0.0031754488991117603,5,3640,0.008219248514167833,0.1406529521788216,0.16036334501820526,0.10809928310282917,0.2667377075253879,False
Kumar et al. 2021,qwen32b,Toxicity Problem: 5) Very Frequently,3.2978733745721334,0.010466762544755459,5,3719,0.07588135121225725,0.14761119327296818,0.1579268223899268,0.1576682051668018,0.502404602148262,False
Kumar et al. 2021,qwen7b,Age: 1) 18 - 24,4.2333725151155,0.002032714742353064,5,2741,-0.02025155508700341,0.08728911426610698,-0.08323928248268088,-0.14186198350175652,0.19107518578118804,False
Kumar et al. 2021,qwen7b,Age: 2) 25 - 34,6.208004225820321,5.7094809514898154e-05,5,2678,-0.16250753903924403,0.02324528328361883,-0.09033222186750878,-0.22984903006795585,0.0093064539509284,True
Kumar et al. 2021,qwen7b,Age: 3) 35 - 44,4.9271502784093375,0.000586813082108779,5,2729,-0.11873553011687353,0.05026915217349356,-0.05951666464082738,-0.18634986855432567,0.07484344536834346,False
Kumar et al. 2021,qwen7b,Age: 4) 45 - 54,4.182512582838155,0.0022252564038500486,5,2723,-0.07505807388276436,0.11573139119547153,-0.014036358548133544,-0.10710559835046382,0.20027307634650438,False
Kumar et al. 2021,qwen7b,Age: 5) 55 - 64,3.948681559323135,0.003366663570344595,5,2714,-0.08435360245470208,0.08722460835942421,-0.025759196423849558,-0.13370657461042618,0.26933308562756764,False
Kumar et al. 2021,qwen7b,Age: 6) 65 or older,5.739570988048229,0.00013404924592388124,5,2918,0.008386150865103352,0.15744250446099353,-0.02617936014932558,-0.11467796723142788,0.02077763311820159,True
Kumar et al. 2021,qwen7b,Age: Prefer not to say,6.69733999981069,2.321732176591436e-05,5,2687,-0.07728551426538398,0.10697584984712304,-0.11473190418439254,-0.17515424221857215,0.004179117917864585,True
Kumar et al. 2021,qwen7b,Age: Under 18,5.290109380045064,0.0003044834107592623,5,2712,-0.11367450763711055,0.045296695351014965,-0.11571530752698256,-0.19508395804288595,0.042932160917055984,True
Kumar et al. 2021,qwen7b,Education: 1) No high school,3.7317454906270897,0.004940561102044791,5,2432,-0.054248795691607565,0.07735452859484977,-0.06196017898587606,-0.15995298641270503,0.3472365904372286,False
Kumar et al. 2021,qwen7b,Education: 2) High School graduate,4.3329072072195185,0.0017102216430297133,5,2276,-0.054623698755005376,0.15562610453979836,0.005630909974325006,-0.09757167519127095,0.17102216430297132,False
Kumar et al. 2021,qwen7b,"Education: 3) College, no degree",2.329803128828881,0.053940581263833345,5,2199,-0.0098289947722518,0.06526221530588683,-0.026046336173768316,-0.13521149694345092,1.0,False
Kumar et al. 2021,qwen7b,Education: 4) Associate degree,7.021498311155265,1.2896555773746464e-05,5,2311,-0.17166290958391314,0.04262866051986141,-0.199048422817071,-0.21307291148873178,0.002411655929690589,True
Kumar et al. 2021,qwen7b,Education: 5) Bachelor's degree,4.742849434219146,0.0008212334489887136,5,2342,-0.15292558900398714,0.04205892877669926,-0.14561196576558502,-0.16505089945505802,0.0960843135316795,False
Kumar et al. 2021,qwen7b,Education: 6) Master's degree,2.1668783956677524,0.07032313430048785,5,2325,-0.020917651947243546,0.11227386315485884,-0.04832912477667782,-0.04914799693696694,1.0,False
Kumar et al. 2021,qwen7b,Education: 7) Professional degree,3.660207814550497,0.005602777298915261,5,2360,-0.04380097179750517,0.14533243637555499,0.06242789062060765,-0.0708230453115708,0.364180524429492,False
Kumar et al. 2021,qwen7b,Education: 8) Doctoral degree,4.6535976592217985,0.000964166690437096,5,2311,-0.13118381826661688,0.03020978946053092,-0.11605043896636683,-0.21232427504328605,0.10866957116462721,False
Kumar et al. 2021,qwen7b,Education: Other,7.262531899259806,8.252822965816559e-06,5,2352,-0.09102458182030196,0.12205743027692477,-0.1624676647096602,-0.1630560564017335,0.001609300478334229,True
Kumar et al. 2021,qwen7b,Education: Prefer not to say,4.438426319067723,0.0014137845600444838,5,2489,-0.047670261957752945,0.09464139937465112,-0.09277382667079126,-0.1512974963775572,0.14420602512453734,False
Kumar et al. 2021,qwen7b,Ethnicity: Asian,4.772371567260782,0.0007732581865645074,5,3040,-0.07291039356930598,0.08391497600669111,-0.07157462799132853,-0.1467779016614913,0.09146292970673327,False
Kumar et al. 2021,qwen7b,Ethnicity: Black,4.312415661510112,0.0017641488988273473,5,2882,-0.09174327767987242,0.08265623747668349,-0.06302817707257759,-0.13614448976586388,0.17209763409785864,False
Kumar et al. 2021,qwen7b,Ethnicity: Hispanic,6.64963757226052,2.5190075920093147e-05,5,3029,-0.09997941712039081,0.11525500771016434,-0.026209055203740606,-0.15432169579154986,0.004458643437856487,True
Kumar et al. 2021,qwen7b,Ethnicity: Multiracial,5.856381545808691,0.00010819397686799573,5,2986,-0.13732334583885042,0.07370597928239306,-0.09215024439928378,-0.15520445505940672,0.01698645436827533,True
Kumar et al. 2021,qwen7b,Ethnicity: Other,6.460752917336978,3.565464770300607e-05,5,3066,-0.016997860482977006,0.1309745342317656,-0.0246999644392624,-0.15672834580226558,0.006203908700323057,True
Kumar et al. 2021,qwen7b,Ethnicity: Unknown,4.973924022696821,0.0005380142512348903,5,2978,-0.09585166807855516,0.0566880436949495,-0.10665775590224343,-0.1662707967475703,0.07041857141457586,False
Kumar et al. 2021,qwen7b,Ethnicity: White,4.97410572590504,0.0005375463466761516,5,3039,-0.04742312652508951,0.0692094475352866,-0.06885100225931197,-0.1743414792039699,0.07041857141457586,False
Kumar et al. 2021,qwen7b,Gender: Female,8.117540928750937,1.621241893847319e-06,5,4157,-0.08367694575869128,0.09472597270911552,-0.06749548066152847,-0.16403847193928925,0.00036153694232795214,True
Kumar et al. 2021,qwen7b,Gender: Male,8.070066970056455,1.7739534521309958e-06,5,4062,-0.07117490198759263,0.11012383222662643,-0.09037565631266803,-0.1430212481494345,0.00039381766637308104,True
Kumar et al. 2021,qwen7b,Gender: Nonbinary,6.437203353208012,3.6842826573950484e-05,5,3982,-0.08429749608945916,0.0602529305457159,-0.06319041298111226,-0.17492638736377172,0.0063738089972934335,True
Kumar et al. 2021,qwen7b,Gender: Unknown,6.703736689953421,2.249802969412318e-05,5,4099,-0.0915933415057622,0.07019547717228296,-0.053216132306812665,-0.16493411249316006,0.004072143374636296,True
Kumar et al. 2021,qwen7b,Has Been Targeted: False,7.699441275830168,3.51248096792709e-06,5,4885,-0.0781646558294252,0.07742227261797997,-0.05853008459204093,-0.15613762320412325,0.0007446459652005431,True
Kumar et al. 2021,qwen7b,Has Been Targeted: True,8.574997840494143,6.823353224629423e-07,5,4866,-0.06835784925820503,0.09958608126572908,-0.058629613095768404,-0.14989569887293516,0.00015971271755809365,True
Kumar et al. 2021,qwen7b,Is Parent: No,7.170884844564144,9.431744122757189e-06,5,4484,-0.07749483296779029,0.07147994590141157,-0.05199465129526973,-0.1659987599429166,0.0018203266156921374,True
Kumar et al. 2021,qwen7b,Is Parent: Prefer not to say,8.021648975670692,1.9306497500463683e-06,5,4537,-0.10107539078799858,0.0670066180059677,-0.06301656431642687,-0.17476772741762597,0.00042474294501020104,True
Kumar et al. 2021,qwen7b,Is Parent: Yes,7.493452495317829,5.1772943128663666e-06,5,4460,-0.053360206526225515,0.0902865161607756,-0.06686453524714671,-0.15645430863179233,0.001071699922763338,True
Kumar et al. 2021,qwen7b,Is Transgender: No,9.106638323703107,2.524718343091422e-07,5,4503,-0.08963201285475907,0.09525496785055151,-0.05099151282039868,-0.16949620287162062,6.412784591452212e-05,True
Kumar et al. 2021,qwen7b,Is Transgender: Prefer not to say,7.921281049979849,2.3313900360686856e-06,5,4442,-0.05678409785146988,0.09007020492694835,-0.07439654233781777,-0.1616274899541229,0.0005059116378269047,True
Kumar et al. 2021,qwen7b,Is Transgender: Yes,7.729402962939715,3.3341777183512417e-06,5,4483,-0.08663860535256927,0.07818715680864208,-0.08750202801333841,-0.1571926000007859,0.0007101798540088145,True
Kumar et al. 2021,qwen7b,Political Affiliation: Conservative,5.669296995258457,0.0001511359690784473,5,3765,-0.0983561095720396,0.0637744885536886,-0.07810528062067551,-0.15133212079079855,0.02297266729992399,True
Kumar et al. 2021,qwen7b,Political Affiliation: Independent,7.044987336553126,1.2009318613431551e-05,5,3720,-0.106326113732076,0.05926524912005966,-0.09269672631955869,-0.18533978584794644,0.002257751899325132,True
Kumar et al. 2021,qwen7b,Political Affiliation: Liberal,8.27955580382294,1.208519176840639e-06,5,3586,-0.06322603886485853,0.08638071734520977,-0.11790127935482063,-0.18946919174938232,0.0002767508914965063,True
Kumar et al. 2021,qwen7b,Political Affiliation: Other,6.464902798349572,3.514906155953407e-05,5,3579,-0.06537758863056539,0.09732925743595754,-0.06460865608087822,-0.15418379119489908,0.0061510857729184625,True
Kumar et al. 2021,qwen7b,Political Affiliation: Prefer not to say,5.617294044457634,0.00016641580573770892,5,3593,-0.06280114622856027,0.12410076372209392,-0.008248378349375793,-0.10780995860631595,0.02496237086065634,True
Kumar et al. 2021,qwen7b,Religion Important: 1) No,6.807722749334702,1.8675668603895667e-05,5,3536,-0.03217030242352609,0.13691237628450767,-0.00823967897962525,-0.1355753386690036,0.003436323023116803,True
Kumar et al. 2021,qwen7b,Religion Important: 2) Not very,6.046180678499234,7.584428630288754e-05,5,3686,-0.10050375329748588,0.08019063332961379,-0.03315325928935334,-0.14948033538379532,0.012210930094764894,True
Kumar et al. 2021,qwen7b,Religion Important: 3) Somewhat,7.376772352875641,6.494091667532086e-06,5,3649,-0.0719318030883691,0.0680933022121869,-0.11462925225825424,-0.1870249753900838,0.0013053124251739493,True
Kumar et al. 2021,qwen7b,Religion Important: 4) Very,5.692622310668756,0.00014480994443222627,5,3783,-0.07256137982252406,0.09476022956002919,-0.03616483168377141,-0.1332087209218574,0.022300731442562845,True
Kumar et al. 2021,qwen7b,Religion Important: Prefer not to say,4.879884071929993,0.0006342436500792511,5,3706,-0.036040658769674,0.11516871514848523,-0.048786823031676224,-0.09468112276726877,0.07991469990998563,False
Kumar et al. 2021,qwen7b,Seen Toxicity: False,8.1798171320428,1.4308497675886425e-06,5,4891,-0.08251644553979307,0.08414223126602548,-0.06923536815161338,-0.15297291964606907,0.00032337204747503323,True
Kumar et al. 2021,qwen7b,Seen Toxicity: True,7.321984479530685,7.09771126914937e-06,5,4888,-0.07442605142322074,0.08458272111517712,-0.05723649346399176,-0.1423166579415779,0.0013982491200224259,True
Kumar et al. 2021,qwen7b,Sexual Orientation: Bisexual,9.057703469012905,2.807706374714641e-07,5,3691,-0.11185122679246128,0.10510279960354628,-0.07007987574803204,-0.17700278020024843,7.075420064280896e-05,True
Kumar et al. 2021,qwen7b,Sexual Orientation: Heterosexual,7.0852004703233575,1.1154548257060372e-05,5,3664,-0.11914258801633902,0.06795116100381378,-0.08957204157958065,-0.1727916646789789,0.0021305187170985312,True
Kumar et al. 2021,qwen7b,Sexual Orientation: Homosexual,6.257327580027711,5.1481702744803054e-05,5,3634,-0.08489574579953182,0.04805503855631773,-0.07289349015162618,-0.19510851639566612,0.008648926061126914,True
Kumar et al. 2021,qwen7b,Sexual Orientation: Other,5.002612461949762,0.0005083668442156488,5,3624,-0.08821612712505511,0.05188933315516265,-0.07413859246285252,-0.15923114972191976,0.06710442343646564,False
Kumar et al. 2021,qwen7b,Sexual Orientation: Prefer not to say,6.74619636400051,2.0897093403904562e-05,5,3647,-0.0620871200710745,0.1006368073742255,-0.09214159227945566,-0.14651615931581177,0.0038241680929145348,True
Kumar et al. 2021,qwen7b,Technology Impact: 1) Very negative,5.294350861954503,0.0002996126258969635,5,3607,-0.04733944097442864,0.1226696276931037,-0.006772598309284486,-0.105238504059867,0.042561691641522174,True
Kumar et al. 2021,qwen7b,Technology Impact: 2) Somewhat negative,7.048488038247549,1.1926823970629366e-05,5,3753,-0.10320906893366304,0.05278560641328074,-0.11849375136798367,-0.18354814513235254,0.0022541697304489503,True
Kumar et al. 2021,qwen7b,Technology Impact: 3) Neutral,7.298438209011439,7.502901363657072e-06,5,3731,-0.10669844101240655,0.07581560678639827,-0.0920554891401007,-0.16989561590174354,0.0014705686672767861,True
Kumar et al. 2021,qwen7b,Technology Impact: 4) Somewhat positive,5.970321919576908,8.708918247889557e-05,5,3792,-0.09676651228546844,0.056356580610643414,-0.08948168686893455,-0.16681446052941842,0.013847180014144395,True
Kumar et al. 2021,qwen7b,Technology Impact: 5) Very positive,6.272105952744303,5.009545636796056e-05,5,3645,-0.05301018438279797,0.08760498722514232,-0.06331482870681533,-0.16226815695398178,0.008466132126185334,True
Kumar et al. 2021,qwen7b,Toxicity Problem: 1) Never,7.204648912958368,8.936803222187869e-06,5,3673,-0.09174014458212225,0.08591240475655174,-0.057839415631463664,-0.17581589629153135,0.0017337398251044466,True
Kumar et al. 2021,qwen7b,Toxicity Problem: 2) Rarely,8.649267882515858,6.044157504667333e-07,5,3647,-0.1136515037560694,0.06506742763352939,-0.1237259259306593,-0.2050136096267648,0.0001432465328606158,True
Kumar et al. 2021,qwen7b,Toxicity Problem: 3) Occasionally,4.397021583710321,0.0015106539991313814,5,3601,-0.025066784146933373,0.08081438554267066,-0.10285987645777209,-0.10287114094547635,0.15257605391226953,False
Kumar et al. 2021,qwen7b,Toxicity Problem: 4) Frequently,7.342036412817341,6.9303257608040314e-06,5,3615,-0.10393467153651043,0.10113145408954854,-0.062261044611321814,-0.1537755060705546,0.0013722045006391982,True
Kumar et al. 2021,qwen7b,Toxicity Problem: 5) Very Frequently,5.29765406181647,0.00029763420728337185,5,3697,-0.06396475169502866,0.12642680834461809,-0.007973406182347398,-0.0865556748020986,0.042561691641522174,True
Sap et al. 2022,llama70b,Age: 1) Gen. X+,4.116132747215466,0.002503782296025491,5,2701,0.18307536344819408,0.2338445457000718,0.2301872818526052,0.14258175505630605,0.2203328420502432,False
Sap et al. 2022,llama70b,Age: 2) Millennial,4.673914841146459,0.0009253101214432976,5,2738,0.21398146812528332,0.24200234849070232,0.25408201001925,0.1667988744079376,0.10641066396597923,False
Sap et al. 2022,llama70b,Age: 3) Gen. Z,3.6827432350718836,0.005374893645098369,5,2683,0.21752802519531442,0.1988213861006618,0.2034923224254912,0.13955045336256813,0.3633644639212629,False
Sap et al. 2022,llama70b,Ethnicity: black,3.9946409535180667,0.0031145711775762467,5,2293,0.22725119959424245,0.2548372065826766,0.24385487811050285,0.18196807364343007,0.26473855009398095,False
Sap et al. 2022,llama70b,Ethnicity: hisp,3.365115306343864,0.009366617697843862,5,2313,0.1886246730176555,0.1836659940010251,0.23985640382692708,0.11857184562524589,0.4870641202878808,False
Sap et al. 2022,llama70b,Ethnicity: middleEastern,3.284718218520555,0.010770430589303307,5,2206,0.1778938218022581,0.21770370608169273,0.23916620063417457,0.14861335647157203,0.5036373545035027,False
Sap et al. 2022,llama70b,Ethnicity: other,2.420851352908894,0.046439043245438794,5,2180,0.20298893090325307,0.18072715834934594,0.18185500218735678,0.1376626664945884,1.0,False
Sap et al. 2022,llama70b,Ethnicity: white,3.328184756542913,0.009992423853508335,5,2192,0.20427839848140955,0.2275390260347862,0.24765113006403774,0.15208466458868597,0.49962119267541677,False
Sap et al. 2022,llama70b,Gender: man,4.189292437753531,0.0021988715902751797,5,2708,0.21008935243229515,0.2029490675264518,0.24023057685386734,0.12821184444063152,0.20009731471504136,False
Sap et al. 2022,llama70b,Gender: nonBinary,4.79125047975927,0.0007492072354375367,5,2770,0.2168645958503231,0.2438113294895597,0.25279524666948416,0.173229502612149,0.09146292970673327,False
Sap et al. 2022,llama70b,Gender: woman,3.806889377118498,0.004323216622037896,5,2666,0.17513440068336442,0.20310598583935524,0.23616499253292328,0.13221200462775923,0.3199180300308043,False
Sap et al. 2022,olmo32b,Age: 1) Gen. X+,27.449478211435004,2.2923896579421666e-22,5,2704,0.008052269990858618,0.04498537829024108,0.46114071186493627,-0.09798494678602399,6.785473387508814e-20,True
Sap et al. 2022,olmo32b,Age: 2) Millennial,28.840364269312527,1.6394730482930262e-23,5,2738,0.03268040742609769,0.05840609788117543,0.4836452814024317,-0.0846940502209191,4.885629683913218e-21,True
Sap et al. 2022,olmo32b,Age: 3) Gen. Z,29.579755139819117,4.1684723281578026e-24,5,2681,0.0012222958490964984,0.040863612673720566,0.46599374772430313,-0.1260210535662631,1.2505416984473408e-21,True
